artist,title,date,website
William PoundstoneWilliam Poundstone,3 Proposals for Bottle Imps,2002,http://archive.rhizome.org/artbase/32164/3Folder/Bottle.html
Juliet DavisJuliet Davis,Polystyrene Dream,2002,http://www.julietdavis.com/studio/barbie.html
Jaanis GarancsJaanis Garancs,BIOS - Bidirectional Input/Output System,2002,http://bios.x-i.net
DEBRA SWACKDEBRA SWACK,Little Wars; the Carousel Project,2002,http://www.debraswack.com/carousel.html
Wilfried Agricola de CologneWilfried Agricola de Cologne,9/11 - The Triple Method,11 September 2002,http://www.nmartproject.net/agricola/mpc/9-11/index.html
Rebecca CannonRebecca Cannon,The Buff And The Brutal,2002,http://mildchoice.mine.nu/pub/buff
Krister OlssonKrister Olsson,4 short interactive pieces about vegetables and sound,2002,http://archive.rhizome.org/artbase/3336/garden_rhizome/garden.html
Mads Skovbjerg PaldamMads Skovbjerg Paldam,Associations,2002,http://mads.paldam.dk/associations/
Katie BushKatie Bush,Destroy Evil,2002,http://www.destroyevil.com
Wilfried Agricola de CologneWilfried Agricola de Cologne,Hans - a true story,2002,http://www.nmartproject.net/agricola/mpc/volume4/hans.htm
Reynald DrouhinReynald Drouhin,!C!,2002,http://www.incident.net/works/ici/
Ryan McGuinnessRyan McGuinness,Irish_Eyes,2002,http://archive.rhizome.org/artbase/3187/Irish_Eyes.swf
TJADER-KNIGHT inc. KNIGHTTJADER-KNIGHT inc. KNIGHT,Mechanisms of Exposure~Gestures of Pleasure,2002,http://www.tjader-knightinc.com/anima.htm
Michael SellamMichael Sellam,La langue se charge,2002,http://incident.net/works/lalanguesecharge/
Annie AbrahamsAnnie Abrahams,Separation /  Séparation,2002,
francesco michifrancesco michi,THEBIGEAR - An Imaginary Soundscape,2002,http://www.aefb.org/thebigear
Damon HammDamon Hamm,Bruxis,2002,http://archive.rhizome.org/artbase/32986/
Jason NelsonJason Nelson,Panhandle,2002,http://www.heliozoa.com/panhandle.html
Andrei ThomazAndrei Thomaz,PacMan 0.4,2002,http://www.atravesdoespelho.hpg.com.br/pacman/
JimpunkJimpunk,Headache & various musical temptations for International Computers *Error*.,2002,http://www.jimpunk.com/www/100.000.000.000.000/
MTAAMTAA,TIME!,2002,
Reynald DrouhinReynald Drouhin,Dataraw,2002,http://www.incident.net/works/dataraw/
David Lee KollbergDavid Lee Kollberg,My Blue Notes,2002,
Karen IngramKaren Ingram,Flytrap,2002,http://www.krening.com/flytrap
Katya MoormanKatya Moorman,Swimming Upstream in the Fishbowl,2002,http://www.lab5769.com/911/flashpage.html
Nino RodriguezNino Rodriguez,Portrait of the Artist as a Home Page,2002,http://www.geocities.com/portraitoftheartistasahomepage/
Lucia LeaoLucia Leao,Plural maps: lost in S,2002,http://www.lucialeao.pro.br/pluralmaps
Hidenori WatanaveHidenori Watanave,RhythmEngine,2002,http://www.photon01.co.jp/reg/
Lisa JevbrattLisa Jevbratt,Infome Imager Lite,2002,http://infome.net/
Sebastian HarmsSebastian Harms,New Lexia,2002,http://www.master.esdi.es/newlexia
Katherine GreenKatherine Green,Lyric Underground,2002,http://www.gasworksgallery.org/webprojectshttp://www.gasworks.org.uk/webprojects
elizabeth fischerelizabeth fischer,Grandfather Gets a House,2002,http://www.fishbreath.net
Manuel RazzariManuel Razzari,Perforation #1,2002,http://www.ultimorender.com.ar/funkascript/perfora/en/
Joelle BittonJoelle Bitton,Passages process : 2. young ordinary woman,2002,http://www.superficiel.org/temp/ordinary
MAROTTA & RUSSOMAROTTA & RUSSO,Avatar Project,2002,http://www.avatarproject.it/
G.H. HovagimyanG.H. Hovagimyan,Shooter,2002,http://nujus.net/~nujus/shooter-new-site/index-1.html
Luke DuncalfeLuke Duncalfe,"Jacquard Loom Panels 1, 2, 4, 5 & 7",2002,http://www.pipedreams.net.nz/jacquard/
Mark TribeMark Tribe,Revelation 1.0,2002,http://nothing.org/revelation
Riccardo ZanardelliRiccardo Zanardelli,Instance City,2002,
Susan CollinsSusan Collins,Tate in Space,2002,http://www.tate.org.uk/space
Karen IngramKaren Ingram,Kill the Messenger,2002,http://www.krening.com/kill
Philippe BoisnardPhilippe Boisnard,Game(Z),2002,http://homepage.mac.com/philemon1/VIDEOS/iMovieTheater8.html
Alexandre PlennevauxAlexandre Plennevaux,THOR,2002,http://www.thor.be
Jody ZellenJody Zellen,Crowds and Power,2002,http://www.ghostcity.com/crowdsandpower
Jodi RoseJodi Rose,Singing Bridges,2002,http://www.singingbridges.net/
Luis M CordeiroLuis M Cordeiro,Message in a bottle,2002,http://bottle.luismcordeiro.net
Raul BerruecoRaul Berrueco,Desert grows,2002,
DropBoxDropBox,Alpha Beta Disco: Godard Remix,2002,http://www.drop-box.net/
Eryk SalvaggioEryk Salvaggio,Anatomy of Hope,2002,http://anatomyofhope.net/
Saraswati GramichSaraswati Gramich,Plunge!,2002,http://www.saraswatigramich.com/plunge.html
Stephen VitielloConstance DeJongTony OurslerStephen VitielloConstance DeJongTony Oursler,Fantastic Prayers,2002,http://www.diacenter.org/rooftop/webproj/fprayer/mgintro.html
Jason FreemanJason Freeman,MetaMix,2002,http://metamix.jasonfreeman.net/
manon de boermanon de boer,Panoramic Portraits,2002,http://www.panoramicportraits.com
Lewis LaCookLewis LaCook,Flash Poetry Generator 3.0,16 July 2002,http://www.lewislacook.com/pogen3.html
nicolas claussnicolas clauss,"Les dormeurs, the sleepers",2002,http://www.flyingpuppet.com/shock/dormeurs.htm
Annja KrautgasserAnnja Krautgasser,IP-III,2002,http://www.ip-3.org/
,Q1354,,
Mendi+Keith ObadikeMendi+Keith Obadike,Sexmachines,2002,http://www.nomadnet.org/audiophfile6/sex/sex.htm
Caterina DavinioCaterina Davinio,Paint from Nature,2002,http://www.geocities.com/Paris/Lights/7323/paintfromnature.htm
Christophe BrunoChristophe Bruno,Life,2002,http://www.iterature.com/life
Critical Art EnsembleCritical Art Ensemble,Flesh Machine,2002,http://archive.rhizome.org/artbase/1702
LunographeLunographe,H,2002,http://lunographe.free.fr/hematome/
Reynald DrouhinReynald Drouhin,LoXe,2002,http://www.incident.net/works/loxe/
xavier cahenxavier cahen,My little store,2002,http://www.levels9.com/pieces/mls/
Anna GalkinaAnna Galkina,Matrioshka (the nesting doll),2002,
Pall ThayerPall Thayer,Looking for the new universal harmony,2002,http://www.this.is/pallit/harmony
Johannes AuerJohannes Auer,Log-Book of a Common Journey,2002,http://www.s.netic.de/auer/logbuch/logbuch.php
Miranda JulyMiranda July,Learning to Love You More,2002,http://www.learningtoloveyoumore.com
Enrico GlereanEnrico Glerean,Music For Deaf People,2002,http://digilander.libero.it/eeegggooo/mfdp/
Susan CollinsSusan Collins,Inhabited Text,2002,http://www.inhabited.net
Prema MurthyPrema Murthy,Mythic Hybrid,2002,http://www.turbulence.org/Works/mythichybrid/index.html
Margot LovejoyMargot Lovejoy,T U R N S,2002,http://www.myturningpoint.com
,Q2581,,
Anna GalkinaAnna Galkina,I forget...,2002,http://www.rainbow-arts.net/project/lostlove/index.htm
Kim StringfellowKim Stringfellow,Safe As Mother's Milk: The Hanford Project,2002,http://www.hanfordproject.com/
Ádám Somlai-FischerÁdám Somlai-Fischer,Mediated Spaces,2002,http://www.arch.kth.se/mediatedspaces/
Paul LevinePaul Levine,Raising the Dead,2002,
,Q1413,,
zarinmediazarinmedia,Fractal Consciousness,2002,http://www.zarinmedia.com/4d
Anna GalkinaAnna Galkina,Non-linear linearity,2002,
Charles NelsonCharles Nelson,Constructed Identities,2002,http://archive.rhizome.org/artbase/22567/
Young-Hae Chang Heavy IndustriesTakuji KogoYoung-Hae Chang Heavy IndustriesTakuji Kogo,HALBEATH,2002,http://artonline.jp/halbeath/
Grégory ChatonskyGrégory Chatonsky,2translation,2002,http://incident.net/works/2translation/
Joelle BittonJoelle Bitton,Passages process : 4. miss tek,2002,http://www.superficiel.org/temp/misstek
Barbara LattanziBarbara Lattanzi,The Letter and the Fly,2002,http://www.wildernesspuppets.net/letterandfly/
Golan LevinGolan Levin,The Secret Lives of Numbers,2002,http://www.turbulence.org/Works/nums/
alexandra reillalexandra reill,S.P.I.N.Y.,2002,http://www.kanonmedia.com/news/spiny.htm
ruth catlowruth catlow,domestic idols,2002,http://www.furtherfield.org/rcatlow/domestic_idols/
LoZ from ProvisoireLoZ from Provisoire,call me who I am,2002,http://provisoire.net/utena
Christina RayChristina Ray,the zero,2002,http://archive.rhizome.org/artbase/3341/the_zero_1/thezero_house.html
Mendi+Keith ObadikeMendi+Keith Obadike,The Sour Thunder,2002,http://www.blacknetart.com/sour
1010 10101010 1010,ap0202,2002,http://www.1010.co.uk/app.html
Alex SaladinAlex Saladin,"innovative, useless, bizarre products found on the web",2002,http://www.karex.net
mateomateo,pixolz,2002,http://archive.rhizome.org/artbase/8299/pixolz.dcr
ui uuiiui uuii,Tw[i.Ns::RiUinEs:swind:RIveRrES:,2002,http://uiuuii.com/twins/
calin mancalin man,The Last Man Standing,2002,
Amy AlexanderAmy Alexander,theBot (one infesting the horse),2002,http://thebot.org
John HenryJohn Henry,isee,2002,http://www.appliedautonomy.com/isee
Colleen TullyColleen Tully,erasures.various,2002,
Thomson & CraigheadThomson & Craighead,dot-store,2002,http://www.dot-store.com
Per Pegelow | Interactive ArtsPer Pegelow | Interactive Arts,WAR AGAINST TERROR it`s EASY LIKE A PIN BALL GAME,2002,http://archive.rhizome.org/artbase/14267/index.html
Gruppe Or-OmGruppe Or-Om,Universal Net Cubism,2002,http://or-om.org/netcubism.htm
Lewis LaCookLewis LaCook,Sonic City,2002,http://www.lewislacook.com/SonicCity.swf
J. R. CarpenterJ. R. Carpenter,The Orchard of Innumerable Plans,2002,http://luckysoap.com/orchard
Cory ClarkeCory Clarke,l[ingusitic] system v1.0b,2002,http://www.nthdimensional.com/lsystem/
Axel AntoineAxel Antoine,flangerlounge,2002,http://flangerlounge.multimania.com
tete alvareztete alvarez,The moneychanger or the new economy,2002,http://w3art.es/tetealvarez/el_cambista.htm
Rick MullarkyRick Mullarky,barnyard algorithm,2002,
joy garnettjoy garnett,The Bomb Project,2002,http://www.thebombproject.org/
ui uuiiui uuii,g:e:or::gi:a:n,2002,http://uiuuii.com/georgian
Erwin RedlErwin Redl,Truth is a Moving Target,2002,
Jess IrishJess Irish,Tropical America,2002,http://jessirish.com/tropical/http://www.tropicalamerica.com/
Shawn RiderShawn Rider,not my PRESiDENT not my WAR,2002,http://www.wdog.com/rider/antiwar
Julien DemeuzoisJulien Demeuzois,daedaleum 2 --- fantasmagoria,2002,
Joseph RabieJoseph Rabie,"the ""Over My Dead Body"" project",2002,http://www.overmydeadbody.org
e rationale rational,kasimir,2002,http://erational.org/interface/kasimir/
Julien DemeuzoisJulien Demeuzois,daedaleum 4 --- camera zootropica,2002,http://www.pimandtone.com/daedaleum/
vicky isleyvicky isley,hello world,2002,http://www.boredomresearch.net/helloworld
chih-min chenchih-min chen,a javanized illusion,2002,http://weeebbbb.org/illusion/main.htm
David ClarkDavid Clark,aisforapple.net,2002,http://www.aisforapple.net/
nicolas claussnicolas clauss,ulchiro,2002,http://www.flyingpuppet.com/shock/ulchiro.htm
paul prudencipaul prudenci,transphormetic,2002,http://www.transphormetic.com
Michael SellamMichael Sellam,stereo,2002,http://incident.net/hors/landscape/stereo/
Amy AlexanderAmy Alexander,The Multi-Cultural Recycler,2002,http://recycler.plagiarist.org
Michael KaufmannMichael Kaufmann,The Experiment,2002,http://www.theexperiment.org/
Olia LialinaDragan EspenschiedOlia LialinaDragan Espenschied,Zombie and Mummy,2021,http://www.zombie-and-mummy.org/
joeser alvarezjoeser alvarez,war game,2002,http://www.enter-net.com.br/linealvarez/WarGame/WarGame_.htm
Al JarnowAl Jarnow,Ucello,2002,http://www.protozone.net/ASHOCK/AJUcello.html
Reynald DrouhinReynald Drouhin,TimesSquare,2002,http://www.incident.net/works/timessquare/
BlueScreenBlueScreen,ipPainting,2002,http://b-l-u-e-s-c-r-e-e-n.net/ipPainting/
yoke zoomyoke zoom,system shutdown,2002,http://archive.rhizome.org/artbase/3471/systemshutdown.dcr
Shane CarrollShane Carroll,trails,2002,http://www.internet3d.net/trails/
Wilfried Agricola de CologneWilfried Agricola de Cologne,Violence,2002,http://www.newmediafest.org/violence/index.htm
Jason BaderJason Bader,TimeForm #4 {Trees/Hands},2002,http://www.jasonbader.net/files/video/trees.mov
Adriano SantiAdriano Santi,anti.likesilver,2002,http://antiuser.org/anti.likesilverhttp://anti.likesilver.org/
Shane CarrollShane Carroll,helix,2002,http://www.internet3d.net/helix/
mark cooleymark cooley,american dreams,2002,"http://beauty.gmu.edu/AVT483,616/Cooley/files/deter/index.html"
reform communicationsreform communications,a.r.m.y.,2002,http://www.reformcomm.org/a.r.m.y./prttp0.5.html
Keith WhittleKeith Whittle,Tristero,2002,http://www.tristero.co.uk
stephanie boissetstephanie boisset,internet & autofiction,2002,http://www.boisset.de
mez breezemez breeze,_][s][hut][ters][ of d.funct meat_//,2002,http://www.hotkey.net.au/~netwurker/shutters%20of%20meat/som.htm
sufilalasufilala,sufilala,2002,http://khatim.cjb.net/
Synne BullSynne Bull,w-e-e-k-e-n-d-s.com,2002,http://w-e-e-k-e-n-d-s.com/http://bull.miletic.info/w-e-e-k-e-n-d-s/
Ralf BaeckerRalf Baecker,iNoise,2002,http://www.no-surprises.de/inoise/
Oliver KauselmannOliver Kauselmann,wormholes to oli und ten,2002,http://www.wormholes.de/
geraldgerald,deadbicycle,2002,http://www.deadbicycle.com
joerg piringerjoerg piringer,soundpoem one,2002,http://archive.rhizome.org/artbase/4825/soundpoem_one.html
Kevin HamiltonKevin Hamilton,monitor,2002,http://www.thing.net/~kham/monitor
Juliana Sato YamashitaJuliana Sato Yamashita,Urban Fragments,2002,http://sites.uol.com.br/sunaoy/urbanfragments/version5/
Christophe BrunoChristophe Bruno,non-weddings,2002,http://www.unbehagen.com/non-weddings
antonio mendozaantonio mendoza,south beach disco,2002,http://www.subculture.com/disco/
hannah kopshannah kops,import/export,2002,
Petra GemeinboeckPetra Gemeinboeck,Uzume,2002,http://www.uzume.net/
Victor LiuVictor Liu,delter,2002,http://www.n-gon.com/delter/
Ricardo Miranda ZúñigaRicardo Miranda Zúñiga,Vagamundo: A Migrant's Tale,2002,http://www.ambriente.com/cart/
Don RitterDon Ritter,every-thing.net,2002,
Wilfried Agricola de CologneWilfried Agricola de Cologne,Urban.early sunday morning_raw,2002,http://www.nmartproject.net/agricola/mpc/volume6/urban.html
LoZ from ProvisoireLoZ from Provisoire,Source Navigator,2002,http://provisoire.net/navigator
Emily ChangEmily Chang,ethereal city,2002,http://www.artcodes.com/etherealcity/
dlsandlsan,the land project,2002,http://www.dlsan.org/land/index.htm
Beverley HoodBeverley Hood,encounter,2002,http://www.bhood.co.uk/encounter
Christophe BrunoChristophe Bruno,The Google AdWords Happening,2002,http://www.iterature.com/adwords
Julien DemeuzoisJulien Demeuzois,daedaleum --- 12 isles,2002,
ben Wheatleyben Wheatley,WE ARE A CAMERA,2002,http://www.weareacamera.com
K. FrostK. Frost,critter sketch,2002,
John KlimaJohn Klima,context breeder,2002,
hannes raffasederhannes raffaseder,staTdT_kunst_web_sound_installation,2002,http://www.raffaseder.com/stadtkunst/sound.html
Tania RodrTania Rodr,metaphorical clock,2002,http://www.uiah.fi/gso/metaphorical_clock
Chris JosephChris Joseph,turnbaby,2002,http://www.cddc.vt.edu/host/404/turnbaby
Jess LosebyJess Loseby,the dream,2002,http://www.rssgallery.com/thedream.html
Philippe BoisnardPhilippe Boisnard,plastiQ Memory,2002,http://homepage.mac.com/philemon1/VIDEOS/iMovieTheater7.html
Troy BennettTroy Bennett,human-intoface.net,2002,http://human-intoface.net
Christopher FaheyChristopher Fahey,ada1852,2002,http://66.240.180.27/ada1852/
Reiner StrasserReiner Strasser,the doorman,2002,http://nonfinito.de/doorman/
toxitoxi,the well,2002,http://www.toxi.co.uk/thewell/
florin tudorflorin tudor,exapes,2002,http://archive.rhizome.org/artbase/6474/SIT-EXAPES/
Rafaël RozendaalRafaël Rozendaal,we will attack .com,2002,http://www.wewillattack.com/
Mladen ZagoracMladen Zagorac,green mujahideen,2002,http://www.ljudmila.org/mladen/just
Baruch GottliebBaruch Gottlieb,insect sex,2002,http://vociferous.org/insectlux.html
Bruno MartelliBruno Martelli,dotdotdot,2002,http://www.swanquake.com/OldSite/dotdotdot/Dswmedia/index.htm
Lisa JevbrattLisa Jevbratt,troika,2002,http://rhizome.org/troika/
Annie AbrahamsAnnie Abrahams,iamanartwork/jesuisuneoeuvredart',2002,http://www.bram.org/info/performance/panaceeeng.htm
ted kaneted kane,polar inertia,2002,http://www.polarinertia.com
Manfred MohrManfred Mohr,space.color.motion,2002,http://www.emohr.com/ww4_out.html
MashicaMashica,mosca,2002,http://mosca.mashica.com/
Wilfried Agricola de CologneWilfried Agricola de Cologne,]and_scape[,2002,http://www.nmartproject.net/agricola/mpc/volume3/and_scape1.html
Susana Mendes SilvaSusana Mendes Silva,artphone,2002,http://www.freemanifesta.org/artists/silva.html
Julien DemeuzoisJulien Demeuzois,daedaleum 3 --- phenakistiscope,2002,
abram sternabram stern,ip collage,2002,http://www.aphid.org/ipcollage
sung-yoon jungsung-yoon jung,a book with explanatory notes : L,2002,http://www.ooo.pe.kr/L
Trebor ScholzCarol FlaxTrebor ScholzCarol Flax,Tuesday Afternoon,2002,http://www.arts.arizona.edu/boundaries/
Philip FoecklerPhilip Foeckler,option-shift-home,2002,http://www.option-shift-home.com
gilles balmetgilles balmet,drawnspace,2002,http://drawnspace.free.fr
horit herman peledhorit herman peled,chained displacements,2002,http://www.horit.com/displacements.htm
Reynald DrouhinReynald Drouhin,Timescape,2002,http://www.incident.net/works/timescape/
ui uuiiui uuii,las2enancht:t:2,2002,http://uiuuii.com/las2
marc linmarc lin,motion melody,2002,http://www.macaque.net/motionmelody
Beverley HoodBeverley Hood,shunga,2002,http://www.bhood.co.uk/shunga
C. J. YehC. J. Yeh,WTBA Championship Boxing,2002,
Rick SilvaRick Silva,gray market e.p.,2002,http://www.cuechamp.com/graymarket
<computerfinearts collection><computerfinearts collection>,archive: moving image gallery,2002,http://www.computerfinearts.com/collection/mig
nicolas claussnicolas clauss,one day on the air,2002,http://www.flyingpuppet.com/shock/oneday.htm
Ivan AbreuIvan Abreu,panoptico,2002,http://archive.rhizome.org/artbase/8314/panoptico/
nicolas claussnicolas clauss,filmscape,2002,http://www.flyingpuppet.com/filmscape/filmscape.htm
Justin SimoniJustin Simoni,pixelPaint,2002,http://prolix.nu/pixelpaint
Juliet Ann MartinJuliet Ann Martin,oooxxxooo,2002,http://www.julietmartin.com/oooxxxooo/Answer.html
Nicolas BoulardNicolas Boulard,hit me,2002,
micha onemicha one,virtuellesmuseum.info,2002,http://www.virtuellesmuseum.info
SchoenerwissenSchoenerwissen,minitasking,2002,http://minitasking.com
dlsandlsan,the HyperMacbeth,2002,http://digilander.iol.it/dlsan/macbeth/the_mac.htm
David ZérahDavid Zérah,www.biencommun.com,2002,http://biencommun.com/
xavier cahenxavier cahen,Wild Exhibition,2002,http://www.levels9.com/pieces/expo/
Lisa BloomfieldLisa Bloomfield,trilogy,2002,http://archive.rhizome.org/artbase/3138/usethisTrilogy/trilogy/trilogy.html
m a longbottomm a longbottom,outside my door,2002,http://archive.rhizome.org/artbase/3427/index.htm
Dariusz Nowak-NovaDariusz Nowak-Nova,project|dante,2002,http://www.nova.priv.pl/dantehttp://www.dante.nova.priv.pl/
Beverley HoodBeverley Hood,trans-locale,2002,http://www.bhood.co.uk/translocale
shawn cazashawn caza,what is this glow,2002,http://www.scaza.com/int/waves.htm
Patrick HerronPatrick Herron,p r o x i m a t e . o r g,2001,http://proximate.org/
Reynald DrouhinReynald Drouhin,BetaGirl,2003,http://incident.net/works/betagirl/
Riccardo ZanardelliRiccardo Zanardelli,HTMLdna,2003,http://www.misterverynice.org/CGI/HTMLdna/HTMLdna.html
nicolas claussnicolas clauss,Jumeau Bar,2003,http://www.flyingpuppet.com/shock/jumeau.htm
Florian ThalhoferFlorian Thalhofer,[7sons],2003,http://www.7sons.com
jason skoniecznyjason skonieczny,Cash Flow,2003,http://www.alekos-hofstetter.de
StanzaStanza,Soundcities.  2000 onwards {open source database of city sounds and soundmaps},2003,http://www.soundcities.com/
ian flitmanian flitman,Hackney Girl,2003,http://www.blipstation.com
Nanette WyldeNanette Wylde,Storyland,2003,http://archive.rhizome.org/artbase/14521/storyland.nwylde/
Chris SavageChris Savage,Slow Mosaic,2003,http://www.japanesefreeware.com/mosaic/
gair dunlopgair dunlop,cumbernauld town for tomorrow,2003,http://www.cumbernauld.nu
Daniel CroyleDaniel Croyle,Lilly,2003,
Karl ClevelandKarl Cleveland,Captured,2003,http://karlcleveland.com/captured/
marco cadiolimarco cadioli,Internet Landscape,2003,http://www.internetlandscape.it
Kimberly SimpsonKimberly Simpson,The Kissing Booth,2003,http://www.artisticbabe.com/kissweb/kissframeset2.html
grégoire zabégrégoire zabé,inframonde,2003,http://www.inframonde.net
Christina McPheeChristina McPhee,47reds,2003,http://archive.rhizome.org/artbase/11368/47reds/47redseyes.html
nungunungu,Telematic Surveillance,2003,http://www.gaisecurity.com
Brad ToddBrad Todd,alt+delete,2003,http://www.mobilegaze.com/alt+delete
Joao SimoesJoao Simoes,Number 1,2003,http://www.00351.org/1.html
Frank PlantFrank Plant,F2T (Free to Talk?),2003,http://www.montcada5.com/HTML/42_F2T(E1).html
catherine ramuscatherine ramus,Counter Googling,2003,http://www.counter-googling.net
Laura FloydLaura Floyd,JiffyLux,2003,http://archive.rhizome.org/artbase/21483/
Thorbjoern KoenigThorbjoern Koenig,Danish Soundscapes,2003,http://www.danishsoundscapes.com
Frank PlantFrank Plant,Awkward Moment #2,2003,http://www.montcada5.com/HTML/41_Jona(E1).html
Michael Takeo MagruderMichael Takeo Magruder,]...[world]...[,2003,http://www.takeo.org/nspace/ns006/
Kate ArmstrongKate Armstrong,Catalogue:Nothingness,2003,http://www.catalogue-nothingness.org/
Peter HorvathPeter Horvath,Either Side of an Empty Room,2003,
Shawn MicallefJames RousselGabe SawhneyShawn MicallefJames RousselGabe Sawhney,[murmur],2003,http://murmur.info/http://murmurtoronto.ca/
elisabeth smolarzelisabeth smolarz,be a star,2003,http://www.smolarz.com/
Marc LeeMarc Lee,Loogie.net TV,2003,http://www.loogie.net/livestream.php?lg=en
Roberto EchenRoberto Echen,chaos about vesta's coat,2003,http://www.rechen.com/vestachaosNewhttps://rechen.com/vestachaos/
eric ishii eckhardteric ishii eckhardt,Life vs. Life,2003,http://lifevslife.com
StanzaStanza,Microcity Databalls. 2004 - online version,2003,http://www.stanza.co.uk/micro_city/index.html
redlizard redlizardredlizard redlizard,REYPOLLO V.3,2003,http://redcaiman.org/productos/REYPOLLO%20V.3/
Marcello MazzellaMarcello Mazzella,SYNCRORAMA,2003,http://www.syncrorama.com
Roxanne WolanczykRoxanne Wolanczyk,Princess Series,2003,http://www.prettysite.com
andrew hieronymiandrew hieronymi,24,2003,http://andrew3000.net/24/http://ahieronymi.net/24/
Kit HughesKit Hughes,All day and All night,2003,http://www.tagging.us/alldayandallnight
roman kellerroman keller,FROM HERE ON OUT,2003,http://www.on-out.info/
Yoshi SodeokaYoshi Sodeoka,ascii rock,2003,http://projects.c505.com/projects/ascii_rock/index.html
Luca D'AngeloLuca D'Angelo,Cryptographever,2003,http://www.k-hello.org/cryptographever/index.htm
Marta KlonowskaMarta Klonowska,PING MELODY,2003,http://paweljanicki.jp/pingmelody_main_en.html
Bob SturmBob Sturm,"Pacific Pulse, electroacoustic composition for 8-channels",2003,http://www.mat.ucsb.edu/~b.sturm/music/PacificPulse.htm
G.H. HovagimyanG.H. Hovagimyan,Rant/ Rant Back/ Back Rant,2003,http://nujus.net/~nujus/gh_04/gallery9.html
Enrico GlereanEnrico Glerean,Untitled HTML Paintings,2003,http://www.egzero.org/UHP
Amy AlexanderAlexei Shulginmatthew fullerFlorian CramerOlga GoriunovaThomax KaulmannPit SchultzThe Yes MenHANS BERNHARDAlessandro LudovicoAmy AlexanderAlexei Shulginmatthew fullerFlorian CramerOlga GoriunovaThomax KaulmannPit SchultzThe Yes MenHANS BERNHARDAlessandro Ludovico,Runme.org,January 2003,http://runme.org/
Tande CAmposTande CAmpos,amnesias topograficas,2003,http://www.vazio.com.br/amnesias/
Joshua StrebelJoshua Strebel,Who wants to be president?,2003,
Pall ThayerPall Thayer,PANSE - Public Access Network Sound Engine,2003,http://130.208.220.190/panse
Wilfried Agricola de CologneWilfried Agricola de Cologne,138 seconds of peace?,2003,http://www.nmartproject.net/agricola/mpc/volume6/138seconds.html
Grégory ChatonskyGrégory Chatonsky,Topology of a translation,2003,http://incident.net/works/topology_of_a_translation/
Tamar SchoriTamar Schori,beadgee,2003,http://www.tamar-schori.net/beadgee/beadgee.html
tore terrasitore terrasi,Poem # _,2003,http://archive.rhizome.org/artbase/37062/TorePoem.mov
01001011101011010100101110101101,Nike Ground,2003,http://0100101110101101.org/home/nikeground
Takeshi MurataTakeshi Murata,Melter 2,2003,
LoboyLoboy,The Unprinted Mile,2003,
Randall PackerRandall Packer,Experimental Party,2003,http://www.experimentalparty.org
Thomas PetersenThomas Petersen,Mutations in Progress,2003,http://www.crossover.dk/mutations
Tom ScarpinoTom Scarpino,Hole in the Sky,2003,http://www.mixedmediaonline.com/pupupges/091101.htm
Motomichi NakamuraMotomichi Nakamura,Drops,2003,http://www.motomichi.com/drops.html
Jen DaltonJen Dalton,ARTSURVEY,2003,http://www.artsurvey.net
John VegaJohn Vega,Wirescapes 1.0,2003,http://www.dancingimage.com/wirescapes
Marc LeeMarc Lee,Loogie.net NEWS,2003,http://www.loogie.net/
Torsten Zenas BurnsDarrin MartinTorsten Zenas BurnsDarrin Martin,Lesson plans: learning stalls,2003,http://www.eai.org/lessons
Julian BleeckerScott PatersonMarina ZurkowJulian BleeckerScott PatersonMarina Zurkow,PDPal,2003,http://www.pdpal.com
Bill FisherBill Fisher,Re-Present,2003,http://billfisher.dreamhost.com/re-present.htm
Cory ArcangelCory Arcangel,Data Diaries,2003,http://www.turbulence.org/Works/arcangel
Krista ConnerlyKrista Connerly,Project for Urban Intimacy,2003,http://www.urbanintimacy.org
Eddo SternEddo Stern,Fort Paladin: America's Army,2003,http://www.eddostern.com/fort_paladin.html
Matt RobertsMatt Roberts,A New Movie,2003,http://galatea.stetson.edu/~mroberts/conner/anew.html
Julien DemeuzoisJulien Demeuzois,Shadows of computers,2003,http://www.pimandtone.com/shadowsofcomputers/
byul shinbyul shin,StoryStorage,2003,http://www.storystorage.net/
Annie AbrahamsAnnie Abrahams,Confrontation,2003,http://www.bram.org/confront/
Rafaël RozendaalRafaël Rozendaal,everything you see is in the past .com,2003,http://www.everythingyouseeisinthepast.com/
nicolas claussnicolas clauss,The Scream (Le Cri),2003,http://www.flyingpuppet.com/shock/lecri.htm
Angelo PlessasAngelo Plessas,Future is Fake,2003,http://futureisfake.com/
Roberto EchenRoberto Echen,fight of tyrants,2003,http://www.rechen.com/tyrants
Peter HorvathPeter Horvath,The Presence of Absence,2003,http://artport.whitney.org/gatepages/artists/horvath/tpoa/
Michael Takeo MagruderMichael Takeo Magruder,[ transmission ],2003,http://www.takeo.org/nspace/ns002/
Annette WeintraubAnnette Weintraub,Mirage,2003,http://cepa.buffnet.net/exhibits/EXHIBIT.2001/Paradise2/weintraub/mirage/index.html
JimpunkJimpunk,_____________2_____________,2003,http://www.jimpunk.com/_____________2_____________/
Jonas DowneyJonas Downey,TRUTH,2003,http://half-a-world-away.com/TRUTH
Chris SavageChris Savage,VideoGrid,2003,http://www.japanesefreeware.com/videogrid/
Marika DermineurMarika Dermineur,Googlehouse,2003,http://googlehouse.net
