artist,title,date,website
Thomas PetersenThomas Petersen,Monochrome Landscapes,2005,http://www.crossover.dk/landscape
Helen Varley JamiesonHelen Varley Jamieson,Avatar Body Collision,2005,http://www.avatarbodycollision.org
Gaia PersicoGaia Persico,Newark - 2005,2005,http://www.gaiapersico.com/animations/newark.swf
valentina nisivalentina nisi,Media Portrait of the Liberties,2005,https://www.cs.tcd.ie/~nisiv/liberties.html
Paul McLeanPaul McLean,A Prayer For Clean Water,2005,http://www.artforhumans.com/reader/say-a-prayer
Jesse MalmedJesse Malmed,INSIDE OUT // THREE IN ONE [2],2005,http://jessemalmed.net/index.php?/installation/inside-out--three-in-one-two/
Stewart SmithStewart Smith,Email God,2005,http://www.stewdio.org/emailgod/
thomas charveriatthomas charveriat,Light Creates Sound,2005,http://www.montcada5.com/HTML/31_LightCreatesSound(E1).html
Mark CallahanMark Callahan,Internet Soul Portraits (I.S.P),2005,http://archive.rhizome.org/artbase/43839/
Carola Unterberger-ProbstCarola Unterberger-Probst,Allez Allez,2005,http://servus.at/cup/art/info%20arts/allez%20allez.htm
,Accidental Mpegs,2005,http://homepage.mac.com/joester5/accidentalmpeg/index.html
Sara MalinarichSara Malinarich,INTACT [Interface for the Teleshared Action],2005,http://www.intact01.net/
Jillian McdonaldJillian Mcdonald,Snow Stories,2005,http://jillianmcdonald.net/snowstories
Minerva CuevasMinerva Cuevas,Mejor Vida Corporation,2005,http://www.irational.org/mvc/
Young-Hae Chang Heavy IndustriesYoung-Hae Chang Heavy Industries,SUPER SMILE,2005,http://www.yhchang.com/SUPER_SMILE.html
Johanna MarxerJohanna Marxer,MINUTE LIBRARY,2005,http://www.minutelibrary.com
Jessica GomulaJessica Gomula,Happy Holidays,2005,http://archive.rhizome.org/artbase/34821/happy_holidays
Stephan HausmeisterStephan Hausmeister,Field of Vision: New York,2005,http://www.field-of-vision.net/NewYork
anita fontaineanita fontaine,CuteXdoom,2005,http://mike.banff.org/cutexdoom
thomas charveriatthomas charveriat,Desaparecen,2005,http://www.montcada5.com/HTML/49_Desaparecen(E1).html
Nicolas JenkinsNicolas Jenkins,MOMUS- Around The World In 80 Days,2005,
Jacqueline SteckJacqueline Steck,Shiftscape,2005,http://a.parsons.edu/~steck/thesis/
Tom GreenbaumTom Greenbaum,Perpetual Patchwork Quilt,2005,http://home.comcast.net/~tgreenbaum/anim_tex/quilt.htm
aarnoud rommensaarnoud rommens,Camouflage Comics: Dirty War Images,2005,http://www.camouflagecomics.com/
Ricardo Miranda ZúñigaRicardo Miranda Zúñiga,"Fallout: A History of Upheaval, Nicaragua and Its Diaspora",2005,http://www.turbulence.org/Works/fallout/
Pascual SistoPascual Sisto,28 YEARS IN THE IMPLICATE ORDER,2005,http://www.pascualsisto.com/28years.mov
Peter HorvathPeter Horvath,Tenderly Yours,2005,http://www.6168.org/tenderly
Jenny TillotsonJenny Tillotson,Scentsory Design,2005,http://www.smartsecondskin.com/main/scentsorydesignanimation.htm
Daniel JolliffeDaniel Jolliffe,One Free Minute,2005,http://www.onefreeminute.net
Alexis LloydAlexis Lloyd,Adscape,2005,http://www.adscape.org/
Grégory ChatonskyGrégory Chatonsky,"Standard, device for public phone",2005,
Jessica GomulaJessica Gomula,"Knockers, etc",5 May 2005,http://archive.rhizome.org/artbase/38278/index.html
Hestia PeppeHestia Peppe,Dot Joining,2005,http://www.hestia.noise.org.uk/dots.html
Abinadi MezaAbinadi Meza,Airstream,2005,http://abinadimeza.net/Airstream.mp3
Alexis LloydAlexis Lloyd,Google Image Search: The First Amendment,2005,http://www.alexislloyd.com/google_images.html
Motomichi NakamuraMotomichi Nakamura,EVOË,2005,http://www.motomichi.com/evoe.html
santiago ortizsantiago ortiz,GNOM,2005,http://moebio.com/santiago/gnom/english.html
Tsila HassineTsila Hassine,Shmoogle,2005,http://pzwart2.wdka.hro.nl/~thassine/cgi-bin/shmoogle_form.cgi
ryan griffisryan griffis,Parking Public,2005,http://temporarytraveloffice.net/hollywood/parking.html
Stephen WilsonStephen Wilson,IntroSpection,2005,http://userwww.sfsu.edu/%7Eswilson/art/guests/guests.html
Juliet DavisJuliet Davis,Pieces of Herself,2005,http://www.julietdavis.com/studio/piecesofherself
Aaron SiegelAaron Siegel,Transvergent Project Relationship Model,2005,http://www.datadreamer.com/tprm/
Joseph BowersJoseph Bowers,Mote: Artificial Life,2005,http://www.culturematic.net/mote/
Alexander SutulovAlexander Sutulov,History of Chilean Mining Mural,2005,http://www.alexandersutulov.com/links.php?6587
Sandy SmithSandy Smith,Firewall,2005,http://www.computersforart.org/create/firewall/firewall.htm
Noah PedriniNoah Pedrini,Drug Quilt,2005,http://drugquilt.com
Pall ThayerPall Thayer,Autodrawn: Sketching landscapes seen through my windows,2005,http://pallit.lhi.is/autodrawn
Paul SlocumPaul Slocum,Color Sequencer,2005,http://qotile.net/colorseq.html
Will PappenheimerWill Pappenheimer,Breathe On Me,2005,http://www.willpap-projects.com/Breathe_On_Me/BreatheOnMeMain.html
Ricardo Miranda ZúñigaRicardo Miranda Zúñiga,Dentimundo,2005,http://www.dentimundo.com/
Anna DumitriuAnna Dumitriu,The Institute of Unnecessary Research,2005,http://www.unnecessaryresearch.org/
Kentaro YamadaKentaro Yamada,Schlong,2005,http://art.kentaroyamada.com
eric socolofskyeric socolofsky,Contemplace,2005,http://transmote.com/projects/contemplace
Alicia FelberbaumAlicia Felberbaum,"Somewhere between here and there, narrativas contadas narrativas vividas",2 March 2005,http://www.narrativas.aliciafelber.com
chris reillychris reilly,"Everything I Do is Art, But Nothing I Do Makes Any Difference, Part II Or: How I Learned to Stop Worrying and Love the Gallery",2005,http://chris-reilly.org/everything_ptII.html
Tahir ÜnTahir Ün,Distress in the City,2005,http://archive.rhizome.org/artbase/44152/
thomas charveriatthomas charveriat,Crying Machine,2005,http://www.montcada5.com/HTML/25_CryingMachine(E1).html
Myriam ThyesMyriam Thyes,EU 2020 ?,2005,http://www.flag-metamorphoses.net/screen-eu2020.swf
Dirk VekemansDirk Vekemans,Neue Kathedrale des Erotisches Elends,2005,http://www.vilt.net/nkdee
ali miharbiali miharbi,Pacman Bey,2005,http://n-ll.haisoft.net/pacman_bey/
Steven ReadSteven Read,The Color Channel,2005,http://www.stevenread.com/art/colorchannel/
chris reillychris reilly,"Everything I Do is Art, But Nothing I Do Makes Any Difference",2005,http://www.chris-reilly.org/art/everything-pt2/
Roxana TorreRoxana Torre,Personal World Map,2005,http://www.personalworldmap.org
Kevin HamiltonKevin Hamilton,Breaking,2005,
chris reillychris reilly,Marksmanship Training,2005,http://www.chris-reilly.org/art/marksmanship-training/
Joao FelinoJoao Felino,BLUE,2005,
Paul SlocumPaul Slocum,Dot Matrix Synth,2005,http://qotile.net/dotmatrix.html
Marc LeeMarc Lee,Open News Network (O-N-N),2005,http://www.o-n-n.org/
Shaun JarmanShaun Jarman,Opposites,2005,http://live-wirez.gu.edu.au/Programs/Cyber/3807art/Jarman/Final%20Poems/opposites/opposites.swf
DEBRA SWACKDEBRA SWACK,95 Chimes,2005,http://debraswack.com/95%20chimes.html
Motomichi NakamuraMotomichi Nakamura,Bcc (Blank Carbon Copy),2005,http://www.motomichi.com/bcc/bcc.html
David GittDavid Gitt,SELLz,2005,http://www.sellz.org
Jack StennerJack Stenner,Playas: Homeland Mirage,2005,http://playas.homelandmirage.net
Nicolas BoulardNicolas Boulard,Diagonale,2005,http://archive.rhizome.org/artbase/38199/diagonale.html
Richard RinehartRichard Rinehart,Reading Class: the Online Game+Blog that Explores Class in America,2005,http://www.coyoteyip.com/readingclass
Abinadi MezaAbinadi Meza,Rain,2005,http://abinadimeza.net/rain.mp3
Davis & DavisDavis & Davis,LAairXchange,2005,http://davisanddavis.org/laairxchange
The Folk Songs ProjectThe Folk Songs Project,Folk Songs for the Five Points,2005,http://www.tenement.org/folksongs
paul catanesepaul catanese,Misplaced Reliquary,2005,http://www.paulcatanese.com/artwork/misplaced/index.html
MolleindustriaMolleindustria,McDonald's Videogame,2005,http://www.mcvideogame.com/
thomas charveriatthomas charveriat,Interactive Switchboard,2005,http://www.montcada5.com/HTML/32_Switchboard(E1).html
eteameteam,1.1 Acre Flat Screen,2005,http://www.meineigenheim.org/lot/index.htmlhttp://www.meineigenheim.org/lot/index.html
Soyoung ParkSoyoung Park,Sound Blog,2005,http://www.sfu.ca/~sparki/sound_blog
Åsmund GamlesaeterAlexander BermanÅsmund GamlesaeterAlexander Berman,Living Wall,2005,http://www.livingwall.org
Alexa WrightAlexa Wright,Alter Ego,2005,http://www.alteregoinstallation.co.uk/
Annie AbrahamsAnnie Abrahams,BramTV,2005,http://www.bram.org/bramtv
Thomas BriggsThomas Briggs,Incomplete Spectrum,2005,http://www.salientimages.com/IncompleteSpectrum.htm
Andreja KulunčićAndreja Kulunčić,Cyborg shop,2005,http://www.cyborg.com.hr/
xtine burroughxtine burrough,Mail A Virus!,2005,http://www.missconceptions.net/mav/
Alan BigelowAlan Bigelow,Saving The Alphabet,2005,http://www.SavingTheAlphabet.com
Eugenio TisselliEugenio Tisselli,Degenerative,2005,http://motorhueso.net/degenerative/
Cory ArcangelCory Arcangel,Bomb Iraq,2005,
Paul SlocumPaul Slocum,Time-Lapse Homepage,2005,http://qotile.net/webpage.html
nathaniel sternnathaniel stern,Compressionism,2005,http://compressionism.net
Andy DeckAndy Deck,Panel Junction,2011,http://artcontext.org/act/05/panel/
De Geuzen: a foundation for multi-visual researchDe Geuzen: a foundation for multi-visual research,A Seance with Guy,1 February 2005,http://www.geuzen.org/guy
Paul SlocumPaul Slocum,214-485-3092,2005,http://qotile.net/2144853092.html
Matt GardinerMatt Gardiner,Oribotics [laboratory],2005,http://www.oribotics.net
Christina McPheeChristina McPhee,Soda Lake Drawings,2005,http://christinamcphee.net/carrizoquartet/spectral.html
Brigitta ZicsBrigitta Zics,Mirror_SPACE,2005,http://www.zics.net/mirror_space
thomas charveriatthomas charveriat,Tiger with Open MOuth,2005,http://www.montcada5.com/HTML/52_Tiger(E1).html
Usine de BoutonsUsine de Boutons,Plug'n'Pray,2005,http://www.plug-pray.org
Cinema VoltaCinema Volta,Cinema Volta: Daily Ambience,2005,http://www.cinemavolta.com/daily
Katie LipsKatie Lips,160,2005,http://www.s19.com/160/
Rhea MyersRhea Myers,Canto,2005,http://www.robmyers.org/art/canto
01001011101011010100101110101101,Copies,2005,http://0100101110101101.org/home/copies
Rui TorresRui Torres,Amor de Clarice,2005,http://telepoesis.net/amor
Eric DoeringerEric Doeringer,CremasterFanatic.com,2005,http://www.cremasterfanatic.com
christine sciullichristine sciulli,"1. Scatter, 2. Power",2005,http://archive.rhizome.org/artbase/44564/
Jim AndrewsJim Andrews,Arteroids,2005,http://vispo.com/arteroids
pirusantapirusanta,"""...and because we are not dead""",2005,http://www.pirusanta.com/
MARS PATENTMARS PATENT,The MARS PATENT,2005,
Thomas PetersenThomas Petersen,Trace II,2005,http://www.crossover.dk/trace2
eric socolofskyeric socolofsky,Vectogram,2005,http://transmote.com/projects/vectogram
Ciro MúseresCiro Múseres,Untitledocument,2005,http://untitledocument.museres-ciro.com.ar/
Marisa OlsonMarisa Olson,Troy's (Non)Mixtape of Love,2005,http://mtaa.net/audio/2bl2/Olson.mp3
Richard BamattreRichard Bamattre,Symbols that say what you want them to say,2005,http://www.freewebs.com/deliverme/symbols.html
Peter HorvathPeter Horvath,TRIPTYCH: MOTION STILLNESS RESISTANCE,2005,http://archive.rhizome.org/artbase/36533/triptych/
Marika DermineurMarika Dermineur,WHAT ARE YOU ?,2005,http://whatareyou.net
Reynald DrouhinReynald Drouhin,Src,2005,http://www.incident.net/works/src/
Florian ThalhoferFlorian Thalhofer,[kleine welt] / [small world],2005,http://www.kleinewelt.com
davey whitcraftdavey whitcraft,the path of a butterfly sometimes deviates,2005,http://www.newtypographers.com/maprojects/tpoabsd/main.html
Robert WatsonRobert Watson,Urban Drawing Version 1,2005,http://www.robertwatson.ca/write-udv1.htmhttp://www.robertwatson.ca/documentation/udv1/
Andres MannisteAndres Manniste,la corne,2005,http://www.projets.rsight.net/Hornwebsite/index.htm
Hyunjoo OhNoah ShibleyHyunjoo OhNoah Shibley,Social Residue,2005,http://archive.rhizome.org/artbase/30569/socialResidue/
Motomichi NakamuraMotomichi Nakamura,Walk,2005,http://www.motomichi.com/anim_walk.html
Jason Van AndenJason Van Anden,ascii chewy,2005,http://www.smileproject.com/chewy
Maria SaracenoMaria Saraceno,Spontaneous Civility,2005,http://mariasaraceno.com
Show-n-tellShow-n-tell,webAffairs,2005,http://webAffairsBook.info
Rose MarshackRose Marshack,Tickets To The Sunset,2005,http://www.ticketstothesunset.com
Rafaël RozendaalRafaël Rozendaal,please touch me .com,2005,http://www.pleasetouchme.com/
Bruno MartelliBruno Martelli,Summerbranch,2005,http://www.igloo.org.uk
Susana Mendes SilvaSusana Mendes Silva,art_room,2005,http://art-room.blogspot.com/
Ollivier DyensOllivier Dyens,The Profane Earth,2005,
Léon CullinaneLéon Cullinane,Want & Need,2005,http://c6.org/wantandneed
A. AndreasA. Andreas,semantic disturbances-2005,2005,http://www.nictoglobe.com/new/notities/list.html
Eric DymondEric Dymond,watussi,2005,http://www.edymond.com/watussi.htmhttp://www.dymond.ws/watussi.htm
JimpaltJimpalt,sunclock (movements of the sun),2005,http://jimpalt.org/sun
luis hernandez galvanluis hernandez galvan,oversaturation,2005,http://ungravity.org/oversaturation
Peter EdmundsPeter Edmunds,SwarmSketch,2005,http://swarmsketch.com
Alexandro LadagaAlexandro Ladaga,TVision,2005,http://www.elasticgroup.com/new_project/home.html
P HintsanenP Hintsanen,Uninvited Words,2005,http://www.coloria.net/dig.art/uninvited/
thomas charveriatthomas charveriat,Videodrive,2005,http://www.montcada5.com/HTML/26_VideoDrive(E1).html
adriana frantadriana frant,a third person masculine singular,2005,http://jigsawepuzzle.blogspot.com
deb kingdeb king,Wizard of Odd,2005,http://debking.net/wiz/
julian konczakjulian konczak,cracked cities,2005,http://www.hidrazone.com/cracked_cities.html
Eleonora OreggiaNaeem MohaiemenYves DegoyonEleonora OreggiaNaeem MohaiemenYves Degoyon,s.100kb,2005,http://ydegoyon.free.fr/s100kb.html
carlos katastrofskycarlos katastrofsky,free interactive readymade,2005,http://katastrofsky.cont3xt.net/home/?p=88
Christopher BauderChristopher Bauder,electric moOns,2005,
Kerstin von LocquenghienKerstin von Locquenghien,Tagged! Stolen things.,2005,http://www.bewegungsfrei.de/tagged/content/en/0301_installation_en.html
David ChienDavid Chien,Spamgraffiti,2005,http://spamgraffiti.com/
jj higginsjj higgins,lin[ear]  + t e x t |message,2005,http://randomversion.com/the%20page1.htm
Rafaël RozendaalRafaël Rozendaal,nosquito .biz,2005,http://www.nosquito.biz/
johannes blankjohannes blank,rentagerman,2005,http://www.rentagerman.de
: O l g a : : M i n k :: O l g a : : M i n k :,Video-matic.nl,2005,http://www.video-matic.nl
oooooooooooo,bolwerK interrational,2005,http://www.ooooo.be/interrational
Markus Kleine-VehnMarkus Kleine-Vehn,about: Saint Luke Drawing the Virgin,2005,http://www.kleine-vehn.com/maria/
Roch ForowiczRoch Forowicz,invigilate,2005,http://archive.rhizome.org/artbase/30972/
charles truettcharles truett,charles badgett truett space administration,2005,http://a.parsons.edu/~truett/thesis
Eugenio TisselliEugenio Tisselli,regenerative,2005,http://motorhueso.net/regenerative/regenerative.php
carlos katastrofskycarlos katastrofsky,the original,2005,http://katastrofsky.cont3xt.net/home/?p=87
StanzaStanza,YOU ARE MY SUBJECTS. 2004 By Stanza,2005,http://www.stanza.co.uk/i_spy/index.htm
Karl Heinz JeronKarl Heinz Jeron,a la rechereche du temps perdu,2005,http://khjeron.de/a_la_rechreche
laurie halsey brownlaurie halsey brown,welkom 2 r'dam,2005,http://www.movinginplace.net/welkom2rdam/
Martin AllmanMartin Allman,conflict,2005,http://archive.rhizome.org/artbase/31519/conflict/
,The Feather Box,2005,http://www.thefeatherbox.net
Jason FreemanJason Freeman,iTunes Signature Maker,2005,http://www.jasonfreeman.net/itsm/
maCk mCfarlandmaCk mCfarland,kinetocast,21 April 2006,http://kinetocast.com/
Ronan HerveRonan Herve,hattatsu,2005,http://hattatsuproject.free.fr
Jody ZellenJody Zellen,talking walls,2005,http://www.talking-walls.com
JimpunkJimpunk,www.pulp.href,2005,http://www.jimpunk.com/www.pulp.href/
nathaniel sternnathaniel stern,odys for your iPod,2005,http://odys.org/
komninos zervoskomninos zervos,underground,2005,http://live-wirez.gu.edu.au/Staff/Komninos/underground/entry.html
jacky Sawatzkyjacky Sawatzky,screencozies,2005,http://www.jackysawatzky.net/cozy
Tiana ChuangTiana Chuang,the new box || 20 things.,2005,http://archive.rhizome.org/artbase/31987/the_new_box_rhizome/index.html
J. R. CarpenterJ. R. Carpenter,The Cape,2005,http://luckysoap.com/thecape
Thomas PetersenThomas Petersen,Trace,2005,http://www.crossover.dk/trace
maximiliano paccagnellamaximiliano paccagnella,counter street art,2005,http://www.we-make-money-not-art.com/counter-street-art/
jim ryanjim ryan,animated scores,2005,http://smallbrainrecords.com/text/animatedscore.html
Thomson & CraigheadThomson & Craighead,automated beacon,2005,http://www.automatedbeacon.net/
christian schneiderchristian schneider,monk agents,2005,http://christianschneider.ch/cs/index.php?option=com_content&task=view&id=25&Itemid=42
Paper RadMatt BartonPaper RadMatt Barton,extreme animalz: the movie: part 1,2005,http://www.paperrad.org/animalz/
Ian WojtowiczIan Wojtowicz,Whispers of Electronic You,2005,http://archive.rhizome.org/artbase/31934/
Elliott MalkinElliott Malkin,eRuv,2005,http://www.dziga.com/eruv
sinae kimsinae kim,what's your Icon?,2005,http://www.ksinae.pe.kr/new4/icon0.html
Thomson & CraigheadThomson & Craighead,Weather Gauge,2005,http://www.weathergauge.net
donna kessingerdonna kessinger,THE GOODS,2005,http://lesbiensinc.com
Marisa OlsonMarisa Olson,Universal Acid,2005,http://universalacid.net/
Simon KavanaghSimon Kavanagh,minds eye,2005,http://www.mediartists.info/Development/installations/leftandrightup.htm
cicerocicero,Zones de Convergence,2005,http://www.forde.ch/zones/const_f.html
David jhave JohnstonDavid jhave Johnston,etay,2005,http://www.etay.ca/
trish maudtrish maud,linux virgin,2005,http://www.linuxvirgin.info/
santiago ortizsantiago ortiz,spheres,2005,http://moebio.com/spheres
Eileen BotsfordEileen Botsford,The Journey,2005,http://www.nomadic-collaborations.com/ebnefsi.html
jacky Sawatzkyjacky Sawatzky,Social Metronome,2005,http://www.jackysawatzky.net/social
Paul SlocumPaul Slocum,Tree Wave,2005,http://treewave.com
Eric DymondEric Dymond,geo doorway,2005,http:///artbase/38820/geo_doorway
valentina nisivalentina nisi,weirdview,2005,https://www.cs.tcd.ie/~nisiv/weirdview.html
Peter BaldesPeter Baldes,hypertemps,2005,http://www.netdotart.com/hypertemps/
Ian HaigIan Haig,men of the internet,2005,http://www.ianhaig.net/websites/men/http://www.ianhaig.net/men
,Q1412,,
Alyce SantoroAlyce Santoro,"sonic fabric, upsidedown LIFE, and other work",2005,http://www.alycesantoro.com
Daniel C HoweDaniel C Howe,bugout,2005,http://rednoise.org/~dhowe/bugout/http://mrl.nyu.edu/~dhowe/bugout/
Christopher BauderChristopher Bauder,the midiGun,2005,http://www.midigun.com
Aaron SiegelAaron Siegel,Two-Dimensional Audio Mixer,2005,http://www.datadreamer.com/2daudio/
don relyeadon relyea,Micro Modernist Google Gadget,2006,http://www.donrelyea.com/modernist_gadget.htm
Tom ChambersTom Chambers,Public Domain Reconstruction,2006,http://tomrchambers.com/redlinesanddottodot.html
Annie AbrahamsAnnie Abrahams,SolitudeS,2006,http://bram.org/solitude
Jessica GomulaJessica Gomula,Name Games,2006,http://www.liquidneon.org/names/namegame-vj/master.html
Thomas LaureyssensThomas Laureyssens,Lakshmi,2006,http://www.toyfoo.com/lakshmi
Dune & DevilDune & Devil,PROJECT «-»,2006,http://www.dune-n-devil.com
Jennie SavageJennie Savage,STAR Radio,2006,http://www.starradio.org.uk
Mario KlingemannMario Klingemann,Flickeur,2006,http://incubator.quasimondo.com/flash/flickeur.php
Aaron SiegelAaron Siegel,Research Chronology Revisited,2006,http://www.datadreamer.com/research2/flash.html
Aaron KoblinAaron Koblin,The Sheep Market,2006,http://www.TheSheepMarket.com/
adam chapmanadam chapman,Legible Nature,2006,http://www.adamchapmanart.com
Juliet DavisJuliet Davis,Altar-ations,2006,http://www.julietdavis.com/studio/altar-ations
geoffrey sheageoffrey shea,Man + Sin,2006,http://www.unscrambled.com/man+sin/
Ethan HamEthan Ham,Self-Portrait,2006,http://www.turbulence.org/Works/self-portrait
manikmanik,RHIZOME-TWICE IN TIME,2006,http://tiija.blogspot.com
Christian Marc SchmidtChristian Marc Schmidt,"1833 Chicago City Limits (Chicago, IL)",2006,http://www.christianmarcschmidt.com/index.php?template=project&id=borders_1833
Barry JonesBarry Jones,For Vivian,2006,http://www.forvivian.net
Andy SimionatoAndy Simionato,Because Why,2006,http://www.becausewhy.org/
Tom ChambersTom Chambers,Just in time,2006,http://tomrchambers.com/maotime.html
Grégory ChatonskyGrégory Chatonsky,Traces of a conspiracy,2006,http://incident.net/works/conspiracy/
Reynald DrouhinReynald Drouhin,IP Monochrome,2006,http://www.incident.net/works/ipm/
Tom ChambersTom Chambers,SWR:TMC Revisited,2006,http://tomrchambers.com/tcwkseven.html
Jane CraytonJane Crayton,Mass Manipulation,2006,http://www.janedapain.net/movies/blacklungvisuals.swf
Tom ChambersTom Chambers,Mother's 45s Revisited,2006,http://tomrchambers.com/tcwkfour.html
sinae kimsinae kim,Browser abstract,2006,http://www.ksinae.pe.kr/critexhi/abstract0.htm
Christian Marc SchmidtChristian Marc Schmidt,"LOOP (Chicago, IL)",2006,http://www.christianmarcschmidt.com/index.php?template=project&id=borders_loop
Ellie HarrisonEllie Harrison,Tea Blog,2006,http://www.teablog.net/
Anna DumitriuAnna Dumitriu,Bio-tracking,1 October 2006,http://www.bio-tracking.annadumitriu.co.uk/
Amy AlexanderAmy Alexander,SVEN (Surveillance Video Entertainment Network),2006,http://deprogramming.us/sven
Stefano ColucciniStefano Coluccini,Abstractions for piano and rectangles,2006,http://www.geocities.com/s_coluccini/astrazioni.htm
laurie halsey brownlaurie halsey brown,NEWcastle,2006,
Ronnie BassRonnie Bass,Our Land,2006,http://video.google.com/videoplay?docid=-4392311378653889829
Tom ChambersTom Chambers,Streak 16,2006,http://tomrchambers.com/streak16.html
Tom ChambersTom Chambers,Parts make a whole,2006,http://tomrchambers.com/cwpmwmain.html
Thomson & CraigheadThomson & Craighead,Light from Tomorrow,2006,http://www.lightfromtomorrow.com
Tom ChambersTom Chambers,Chinese Character Studies,2006,http://tomrchambers.com/ccharflashstudies.html
Colin GoldbergColin Goldberg,"Loopalot, 2005",2006,http://video.google.com/videoplay?docid=2356286775564444930&q=colin+goldberg
Salvatore IaconesiSalvatore Iaconesi,Michelang_IO_lo,2006,http://www.artisopensource.net/michelan_IO_lo/index.html
Alan BigelowAlan Bigelow,American Ghosts,2006,http://www.AmericanGhosts.org/
Grégory ChatonskyGrégory Chatonsky,Conposition 3,2006,http://incident.net/works/composition3/
Ramie BlattRamie Blatt,Mirror series no. 3: I See (the) You,2006,http://www.ramieblatt.com/iseetheyoudemo.html
StanzaStanza,Sensity. Artworks using data from the real time environment.  By Stanza,2006,http://www.stanza.co.uk/sensity/index.html
Tom ChambersTom Chambers,Ptone Derivatives,2006,http://tomrchambers.com/ptonedvs.html
pash*pash*,Ombea,2006,http://www.ombea.net/
Dr. Margot KrasojevicDr. Margot Krasojevic,Spatial Pathologies,2006,http://www.Decodeine.com/
Jeff TancilJeff Tancil,Gods of Chinatown,2006,http://gods.tenement.org
Mario KlingemannMario Klingemann,Islands Of Consciousness,2006,http://incubator.quasimondo.com/flash/islands_of_consciousness.php
Paul McLeanPaul McLean,Bio,2006,http://www.artforhumans.com/bio/bio.html
Anna DumitriuAnna Dumitriu,Normal Flora Project,2006,http://www.normalflora.co.uk/
Jeong Han KimJeong Han Kim,BirdMan,2006,http://www.banggoo.com/I_did/birdman.htm
myron campbellmyron campbell,Distant Air,2006,http://www.distantair.com
SuAnne HallSuAnne Hall,Scanart: A Digital Artifact Recontextualization,2006,http://www.swanhall.com/scanart/home.html
catherine ramuscatherine ramus,Edison Mobile Remake,2006,http://www.albertinemeunier.net/edison/index.htm
Jessica GomulaJessica Gomula,Sigmund's Laundry,2006,http://archive.rhizome.org/artbase/43122/index.html
Alison CliffordAlison Clifford,Silhouette: A Dance,2006,http://www.bornmagazine.org/projects/silhouette
Ethan HamEthan Ham,Email Erosion,2006,http://www.emailerosion.org/
Colin GoldbergColin Goldberg,"Paris, 2006",2006,http://video.google.com/videoplay?docid=-7579500555666631234&q=colin+goldberg
Pall ThayerPall Thayer,On Everything,2006,http://pallit.lhi.is/on_everything
Grégory ChatonskyGrégory Chatonsky,Ceux qui nous regardent,2006,http://incident.net/works/ceux/
Ricard Marxer PiñónRicard Marxer Piñón,Caligraft,2006,http://www.caligraft.com
maria mirandamaria miranda,Talking About the Weather,2006,http://www.scanz.net.nz/weathertalk/
Jorge HernándezJorge Hernández,MOBILE-MOBILE,2006,http://www.mobile-mobile.org
Marisa OlsonMarisa Olson,Golden Oldies,2006,http://www.flickr.com/photos/marisaolson/sets/72157602627697456/
Roch ForowiczRoch Forowicz,Environment,2006,http://www.environment.pl
Grégory ChatonskyGrégory Chatonsky,Conposition 2,2006,http://incident.net/works/composition2/
mike salmondmike salmond,FPS,2006,http://www.stresspuppy.net/fps
Annie AbrahamsAnnie Abrahams,Oppera Internettikka - Protection et Sécurité,2006,http://www.intima.org/oppera/oips/index.html
Julia WeistJulia Weist,Deaccession Library,2006,http://www.deaccession.org/library/search.html
QohtaiwooQohtaiwoo,Hardware Funeral,2006,http://qohtaiwoo.net/proj/funeral/funeral.html
Ross BarberRoss Barber,She is always walking away....... 1948 - 2006....,2006,http://users.qld.chariot.net.au/~barberr/she_is_always_walking_away.html
Caroline MABYCaroline MABY,My Art Becomes Yours!,2006,http://www.myartbecomesyours.com
J. R. CarpenterJ. R. Carpenter,Entre Ville,2006,http://luckysoap.com/entreville
Helio NunesHelio Nunes,Livro violado: uma confissao (Violated book: a confession),2006,http://www.dedalu.art.br/trabalhos/livroviolado/
Tuulia KasonenTuulia Kasonen,Web Wide Wit,2006,http://www.webwidewit.net
Paul McLeanPaul McLean,FALL,2006,http://www.artforhumans.com/projects/fall/fall.html
catherine ramuscatherine ramus,Théorie M,2006,http://www.theoriem.net/
Sofia OliveiraSofia Oliveira,Sketcher,2006,http://www.atmosferas.net/sketcher
Carme RomeroCarme Romero,Shoplifting 2,2006,http://www.shoplifting2.com
Sonja SchenkSonja Schenk,Project|Capture,2006,http://sonjaschenk.com/english/EGLindex-main.html
Tim DevinTim Devin,Email Flyer Project,2006,http://timdevin.com/emailflyerproject.html
Alexis LloydAlexis Lloyd,My Washington Square,2006,http://a.parsons.edu/~alloyd/wsp
Grégory ChatonskyGrégory Chatonsky,Those that will die (Youtube and experienceproject sniffing),2006,http://incident.net/works/mourir/
,5 'til 12,2006,http://knifeandfork.org/5til12/
Marisa OlsonMarisa Olson,Abe & Mo Sing the Blogs,2006,http://www.linkoln.net/abeandmosingtheblogs/
Marisa OlsonMarisa Olson,Dark Stars,2006,http://www.youtube.com/watch?v=K3NBjqkza2s
Andrew Y. AmesAndrew Y. Ames,Deconstructing Gender,2006,http://arbitrarynature.com/%7Econtent/gender/gender.html
De Geuzen: a foundation for multi-visual researchDe Geuzen: a foundation for multi-visual research,The Critical Browser,2006,http://www.geuzen.org/browser/index.php
eric socolofskyeric socolofsky,Aperture,2006,http://transmote.com/projects/aperture
Hans VerhaegenHans Verhaegen,Group exhibition (artists),2006,http://www.hansup.be/animations
