artist,title,date,website,screenshots,archive available at,archive capture link,can access,base url
Pat BadaniPat Badani,Home Transfer,2004,http://www.hometransfer.org/,rhizome_artbase/screenshots/1023.png,20010202060900,http://web.archive.org/web/20010202060900/http://www.hometransfer.org/,Y,hometransfer.org
Russell RichardsRussell Richards,Nebula001,2004,,,,,,
Nick Fox-GiegNick Fox-Gieg,Instant Memorial,2004,https://www.fox-gieg.com/stuff/memorial/,rhizome_artbase/screenshots/1025.png,20040823091824,http://web.archive.org/web/20040823091824/https://www.fox-gieg.com/stuff/memorial/,Y,fox-gieg.com
John Paul BichardJohn Paul Bichard,Evidencia #000,2004,http://www.hydropia.org/evidencia03.htm,rhizome_artbase/screenshots/1026.png,20041208013822,http://web.archive.org/web/20041208013822/http://www.hydropia.org/evidencia03.htm,Y,hydropia.org
Olia LialinaOlia Lialina,Merry Christmas,2004,http://art.teleportacia.org/exhibition/merry_christmas/,rhizome_artbase/screenshots/1027.png,20040402082000,http://web.archive.org/web/20040402082000/http://art.teleportacia.org/exhibition/merry_christmas/,Y,teleportacia.org
Aleksandar MaćaševAleksandar Maćašev,Copy&Waste,2004,http://www.the-mighty.com/old_web_sites/clone_web/index.htm,rhizome_artbase/screenshots/1028.png,20090105164716,http://web.archive.org/web/20090105164716/http://www.the-mighty.com/old_web_sites/clone_web/index.htm,Y,the-mighty.com
Paul St GeorgePaul St George,Revelation,2004,http://www.fatband.org/revelation/,rhizome_artbase/screenshots/1029.png,20040609225317,http://web.archive.org/web/20040609225317/http://www.fatband.org/revelation/,Y,fatband.org
Nicolas FrespechNicolas Frespech,Echoppe Photographique,2004,http://www.frespech.com/order,rhizome_artbase/screenshots/1030.png,0,,Y,frespech.com
Peter HorvathPeter Horvath,ALBUM,2004,http://6168.org/album,rhizome_artbase/screenshots/1031.png,20040503190818,http://web.archive.org/web/20040503190818/http://6168.org/album,Y,6168.org
chris reillychris reilly,Don't Sue Chris Reilly Campaign,2004,http://www.dontsuechrisreilly.org,rhizome_artbase/screenshots/1032.png,20050111174236,http://web.archive.org/web/20050111174236/http://www.dontsuechrisreilly.org,Y,dontsuechrisreilly.org
Robin SteinRobin Stein,PoemeDada RSS v.1,2004,http://www.eidophusikon.net/PoemeRSS/poemeDada.html,Failed to capture screenshot,20051220033331,http://web.archive.org/web/20051220033331/http://www.eidophusikon.net/PoemeRSS/poemeDada.html,N,eidophusikon.net
Grégory ChatonskyGrégory Chatonsky,Plantation,2004,http://plantat.io-n.net,rhizome_artbase/screenshots/1034.png,20020523175527,http://web.archive.org/web/20020523175527/http://plantat.io-n.net,Y,io-n.net
John VegaJohn Vega,Hyperstills Ambient [Web] 1.0,2004,http://www.dancingimage.com/Hyperstills/HS_Ambient/Index.htm,rhizome_artbase/screenshots/1035.png,20040325204643,http://web.archive.org/web/20040325204643/http://www.dancingimage.com/Hyperstills/HS_Ambient/Index.htm,Y,dancingimage.com
paul catanesepaul catanese,Collective Geology of the Erased Space,2004,http://www.turbulence.org/works/erased,rhizome_artbase/screenshots/1036.png,20041214221638,http://web.archive.org/web/20041214221638/http://www.turbulence.org/works/erased,Y,turbulence.org
Scott BlakeScott Blake,Mouse Pointer,2004,http://www.barcodeart.com/artwork/netart/mouse/full_scale.swf,Failed to capture screenshot,20140913162830,http://web.archive.org/web/20140913162830/http://www.barcodeart.com/artwork/netart/mouse/full_scale.swf,N,barcodeart.com
Michael MahanMichael Mahan,Inside Klein's Doughnuts I remembered a new bottle.,2004,http://www.mmahan.com/klein/inside.html,rhizome_artbase/screenshots/1038.png,20040710190214,http://web.archive.org/web/20040710190214/http://www.mmahan.com/klein/inside.html,Y,mmahan.com
Isabel ArandaIsabel Aranda,Internet arte sitio web (net.art????),2004,http://www.escaner.cl/yto/net-art/index.html,rhizome_artbase/screenshots/1039.png,20040423195544,http://web.archive.org/web/20040423195544/http://www.escaner.cl/yto/net-art/index.html,Y,escaner.cl
Thomas GoldstraszThomas Goldstrasz,Ideengaenge (together with Nick Grindell),2004,http://epram.org/ideengaenge/eindex.htm,rhizome_artbase/screenshots/1040.png,20040211030634,http://web.archive.org/web/20040211030634/http://epram.org/ideengaenge/eindex.htm,Y,epram.org
Grégory ChatonskyGrégory Chatonsky,1+1+1+1+1+1+1+1+1+1+1+1,2004,http://www.incident.net/works/1+1+1+1+1+1+1+1+1+1+1+1/,rhizome_artbase/screenshots/1041.png,0,,Y,incident.net
Cyril T.Cyril T.,Time Resequenced (Networked Cinema),2004,http://www.networkedcinema.org,rhizome_artbase/screenshots/1042.png,20090710005125,http://web.archive.org/web/20090710005125/http://www.networkedcinema.org,Y,networkedcinema.org
Jorn EbnerJorn Ebner,Leonardo Log,2004,http://www.leonardolog.org,Failed to capture screenshot,20040624005242,http://web.archive.org/web/20040624005242/http://www.leonardolog.org,N,leonardolog.org
Marcus Vinicius Fainer BastosMarcus Vinicius Fainer Bastos,Weblandscape0,2004,http://paisagem0.sescsp.org.br/,Failed to capture screenshot,20030604111422,http://web.archive.org/web/20030604111422/http://paisagem0.sescsp.org.br/,N,org.br
Emily ConradEmily Conrad,MotherNode,2004,,,,,,
Marc LeeMarc Lee,TV-BOT - World News as soon as it happens!,2004,http://www.nun.ch/index.php/Main/TV-BOT,rhizome_artbase/screenshots/1046.png,20050205191533,http://web.archive.org/web/20050205191533/http://www.nun.ch/index.php/Main/TV-BOT,Y,nun.ch
Christophe BrunoChristophe Bruno,Human Browser,2004,http://www.iterature.com/human-browser,rhizome_artbase/screenshots/1047.png,20081121054204,http://web.archive.org/web/20081121054204/http://www.iterature.com/human-browser,Y,iterature.com
Paul HarterPaul Harter,SWAP,2004,http://archive.rhizome.org/artbase/28089/swap.zip,Failed to capture screenshot,20150527211426,http://web.archive.org/web/20150527211426/http://archive.rhizome.org/artbase/28089/swap.zip,N,rhizome.org
Carlo ZanniCarlo Zanni,Average Shoveler,2004,http://archive.rhizome.org/artbase/31867/,rhizome_artbase/screenshots/1049.png,20131022233015,http://web.archive.org/web/20131022233015/http://archive.rhizome.org/artbase/31867/,Y,rhizome.org
David HinojosaDavid Hinojosa,STOCKARTIST,2004,http://www.stockartist.net,Failed to capture screenshot,20040920174554,http://web.archive.org/web/20040920174554/http://www.stockartist.net,N,stockartist.net
Grégory ChatonskyGrégory Chatonsky,Se toucher toi,2004,http://incident.net/works/touch/http://chatonsky.net/works/touch/,rhizome_artbase/screenshots/1051.png,0,,Y,incident.net
Steve AndersonSteve Anderson,The Subservient President,2004,http://www.subservientpresident.net,rhizome_artbase/screenshots/1052.png,20040803064230,http://web.archive.org/web/20040803064230/http://www.subservientpresident.net,Y,subservientpresident.net
Thomas KnauerThomas Knauer,Arm Wrestle My Ego,2004,http://www.fourinchesofego.com/medwrestle2.html,rhizome_artbase/screenshots/1053.png,20060408135616,http://web.archive.org/web/20060408135616/http://www.fourinchesofego.com/medwrestle2.html,Y,fourinchesofego.com
thomas charveriatthomas charveriat,The Machine Manifesto,2004,http://www.montcada5.com/HTML/44_MachineManifesto(E1).html,Failed to capture screenshot,20041023011558,http://web.archive.org/web/20041023011558/http://www.montcada5.com/HTML/44_MachineManifesto(E1).html,N,montcada5.com
Simon BiggsSimon Biggs,Recombinant Icon,2004,http://www.littlepig.org.uk/icon/index.htm,rhizome_artbase/screenshots/1055.png,20120408190241,http://web.archive.org/web/20120408190241/http://www.littlepig.org.uk/icon/index.htm,Y,littlepig.org.uk
Tamar SchoriTamar Schori,Memolog,2004,http://www.memolog.net,rhizome_artbase/screenshots/1056.png,20040512112710,http://web.archive.org/web/20040512112710/http://www.memolog.net,Y,memolog.net
Brooke SingerBrooke Singer,Swipe Toolkit,2004,http://www.turbulence.org/Works/swipe,rhizome_artbase/screenshots/1057.png,20040220051226,http://web.archive.org/web/20040220051226/http://www.turbulence.org/Works/swipe,Y,turbulence.org
Shawn MooreShawn Moore,The Art of Words,2004,http://www.socialart.com/,rhizome_artbase/screenshots/1058.png,20010309181511,http://web.archive.org/web/20010309181511/http://www.socialart.com/,Y,socialart.com
Judy MalloyJudy Malloy,Revelations of Secret Surveillance,2004,http://www.well.com/user/jmalloy/gunterandgwen/titlepage.html,rhizome_artbase/screenshots/1059.png,20041011060016,http://web.archive.org/web/20041011060016/http://www.well.com/user/jmalloy/gunterandgwen/titlepage.html,Y,well.com
Paul HertzPaul Hertz,Fools Paradise,2004,http://collaboratory.nunet.net/phertz/paradise/,Failed to capture screenshot,20040531083920,http://web.archive.org/web/20040531083920/http://collaboratory.nunet.net/phertz/paradise/,N,nunet.net
Stefan Müller ArisonaStefan Müller Arisona,Digital Marionette,2004,http://www.corebounce.org/wiki/Projects/Marionettehttp://www.corebounce.org/,rhizome_artbase/screenshots/1061.png,0,,Y,corebounce.org
Martha GabrielMartha Gabriel,Voice Mosaic,2004,http://www.voicemosaic.com.br/,Failed to capture screenshot,20041228174605,http://web.archive.org/web/20041228174605/http://www.voicemosaic.com.br/,N,com.br
Peter HorvathPeter Horvath,INTERVALS,2004,http://turbulence.org/Works/horvath/,rhizome_artbase/screenshots/1063.png,20040603213113,http://web.archive.org/web/20040603213113/http://turbulence.org/Works/horvath/,Y,turbulence.org
josh skeenjosh skeen,LoveMaker v7,2004,http://www.joshskeen.com/lovemaker.html,rhizome_artbase/screenshots/1064.png,20051028040019,http://web.archive.org/web/20051028040019/http://www.joshskeen.com/lovemaker.html,Y,joshskeen.com
Jeremy WoodJeremy Wood,GPS Drawing,2004,http://www.gpsdrawing.com/,rhizome_artbase/screenshots/1065.png,20011011122338,http://web.archive.org/web/20011011122338/http://www.gpsdrawing.com/,Y,gpsdrawing.com
Genco GulanGenco Gulan,BANNERland,2004,http://istanbulmuseum.org/bannerland/,rhizome_artbase/screenshots/1066.png,20041015181003,http://web.archive.org/web/20041015181003/http://istanbulmuseum.org/bannerland/,Y,istanbulmuseum.org
Edward TangJeanne StroleEdward TangJeanne Strole,Threads:Porn_Personals.html,2004,http://www.antiexperience.com/edtang/works/threads_pron.html,rhizome_artbase/screenshots/1067.png,20040706073411,http://web.archive.org/web/20040706073411/http://www.antiexperience.com/edtang/works/threads_pron.html,Y,antiexperience.com
Wilfried Agricola de CologneWilfried Agricola de Cologne,Inability of Being Nude,2004,http://www.nmartproject.net/agricola/mpc/volume11/nude.html,rhizome_artbase/screenshots/1068.png,20050101053548,http://web.archive.org/web/20050101053548/http://www.nmartproject.net/agricola/mpc/volume11/nude.html,Y,nmartproject.net
,Q1353,,,,,,,
JimpunkJimpunk,AcidMissile,2004,http://www.jimpunk.com/56kTV%20-%20bastard%20channel/AcidMissile/,rhizome_artbase/screenshots/1070.png,20051020103632,http://web.archive.org/web/20051020103632/http://www.jimpunk.com/56kTV%20-%20bastard%20channel/AcidMissile/,Y,jimpunk.com
Vincent MakowskiVincent Makowski,ColorsDotCom (rainbow),2004,http://archive.rhizome.org/artbase/16285/rainbow.html,rhizome_artbase/screenshots/1071.png,20150527205423,http://web.archive.org/web/20150527205423/http://archive.rhizome.org/artbase/16285/rainbow.html,Y,rhizome.org
Steven ReadSteven Read,Photo Noise,2004,http://www.stevenread.com/photonoise,rhizome_artbase/screenshots/1072.png,20050213172106,http://web.archive.org/web/20050213172106/http://www.stevenread.com/photonoise,Y,stevenread.com
Paul D. MillerPaul D. Miller,Errata Erratum,2004,http://www.moca.org/museum/digital_gallery/pmiller/,rhizome_artbase/screenshots/1073.png,20031123102014,http://web.archive.org/web/20031123102014/http://www.moca.org/museum/digital_gallery/pmiller/,Y,moca.org
laurie halsey brownlaurie halsey brown,LIVE!NUDE!SPACE!,2004,http://www.movinginplace.net/LIVE!NUDE!SPACE!/flashindex.php,Failed to capture screenshot,20030731221410,http://web.archive.org/web/20030731221410/http://www.movinginplace.net/LIVE!NUDE!SPACE!/flashindex.php,N,movinginplace.net
Warren SackWarren Sack,Agonistics: A Language Game,2004,http://hybrid.ucsc.edu/Agonistics,rhizome_artbase/screenshots/1075.png,20041126052531,http://web.archive.org/web/20041126052531/http://hybrid.ucsc.edu/Agonistics,Y,ucsc.edu
Peter LuiningPeter Luining,3012,2004,http://3012.ctrlaltdel.org/,rhizome_artbase/screenshots/1076.png,20040502070611,http://web.archive.org/web/20040502070611/http://3012.ctrlaltdel.org/,Y,ctrlaltdel.org
Gustavo RomanoGustavo Romano,CyberZoo,2004,http://www.cyberzoo.org,rhizome_artbase/screenshots/1077.png,20021125133217,http://web.archive.org/web/20021125133217/http://www.cyberzoo.org,Y,cyberzoo.org
Susan CollinsSusan Collins,Fenlandia,2004,http://www.susan-collins.net/fenlandia,rhizome_artbase/screenshots/1078.png,20040613154450,http://web.archive.org/web/20040613154450/http://www.susan-collins.net/fenlandia,Y,susan-collins.net
Jordons FranciscoJordons Francisco,Adopted Blinkies,2004,http://www.tevis.com.br/jordons/blinkies,rhizome_artbase/screenshots/1079.png,20041028164838,http://web.archive.org/web/20041028164838/http://www.tevis.com.br/jordons/blinkies,Y,com.br
StanzaStanza,Robotica II. What Robots Get up to after Dark.,2004,http://www.stanza.co.uk/robotsmating/mate/index.html,rhizome_artbase/screenshots/1080.png,20051024035755,http://web.archive.org/web/20051024035755/http://www.stanza.co.uk/robotsmating/mate/index.html,Y,co.uk
Gustavo RomanoGustavo Romano,Pocketlog,2004,http://moblog.findelmundo.com.ar,rhizome_artbase/screenshots/1081.png,20040701063220,http://web.archive.org/web/20040701063220/http://moblog.findelmundo.com.ar,Y,com.ar
Sonic SupperSonic Supper,718/303-9553,2004,http://sonicsupper.org,Failed to capture screenshot,20040830193827,http://web.archive.org/web/20040830193827/http://sonicsupper.org,N,sonicsupper.org
Brad BraceBrad Brace,The 12hr ISBN-JPEG project,2004,http://bbrace.net/12hr.html,rhizome_artbase/screenshots/1083.png,20021013230036,http://web.archive.org/web/20021013230036/http://bbrace.net/12hr.html,Y,bbrace.net
Jeanie DeanJeanie Dean,A New Alphabet,2004,http://archive.rhizome.org/artbase/22272/localweb/,rhizome_artbase/screenshots/1084.png,20150521060520,http://web.archive.org/web/20150521060520/http://archive.rhizome.org/artbase/22272/localweb/,Y,rhizome.org
,Q1294,,,,,,,
Yuli ZivYuli Ziv,The Secret Garden,2004,http://www.yuliziv.com/sva/garden/,rhizome_artbase/screenshots/1086.png,20040906212852,http://web.archive.org/web/20040906212852/http://www.yuliziv.com/sva/garden/,Y,yuliziv.com
Kenneth HungKenneth Hung,GLOBAL PRESIDENTIAL ELECTION,2004,http://www.globalelection.org,rhizome_artbase/screenshots/1087.png,20040810133152,http://web.archive.org/web/20040810133152/http://www.globalelection.org,Y,globalelection.org
Sergey TeterinSergey Teterin,Movie Mincer,2004,http://www.teterin.ru/mincer/,rhizome_artbase/screenshots/1088.png,20040604160400,http://web.archive.org/web/20040604160400/http://www.teterin.ru/mincer/,Y,teterin.ru
Jillian McdonaldJillian Mcdonald,Stand ByYour Guns,2004,http://www.turbulence.org/works/mcdonald,rhizome_artbase/screenshots/1089.png,20040219133613,http://web.archive.org/web/20040219133613/http://www.turbulence.org/works/mcdonald,Y,turbulence.org
redlizard redlizardredlizard redlizard,Remix,2004,http://redcaiman.org/productos/REMIX/index.htm,rhizome_artbase/screenshots/1090.png,20041024131519,http://web.archive.org/web/20041024131519/http://redcaiman.org/productos/REMIX/index.htm,Y,redcaiman.org
dylan davisdylan davis,The Leaf Blower,2004,http://theworldisoursoundtoy.com/index.php?page=st_blowerV1,Failed to capture screenshot,20050416203750,http://web.archive.org/web/20050416203750/http://theworldisoursoundtoy.com/index.php?page=st_blowerV1,N,theworldisoursoundtoy.com
carlos katastrofskycarlos katastrofsky,entropy,2004,http://katastrofsky.cont3xt.net/home/?p=71,Failed to capture screenshot,20110208011511,http://web.archive.org/web/20110208011511/http://katastrofsky.cont3xt.net/home/?p=71,N,cont3xt.net
Joelle BittonJoelle Bitton,Travelling,2004,http://www.superficiel.org/temp/travelling,rhizome_artbase/screenshots/1093.png,20041025125214,http://web.archive.org/web/20041025125214/http://www.superficiel.org/temp/travelling,Y,superficiel.org
Wilfried Agricola de CologneWilfried Agricola de Cologne,[R][R][F] 2004--->XP,2004,http://www.newmediafest.org/rrf2004/index.html,rhizome_artbase/screenshots/1094.png,20040503200915,http://web.archive.org/web/20040503200915/http://www.newmediafest.org/rrf2004/index.html,Y,newmediafest.org
Jonathan ZalbenJonathan Zalben,The Civil War,2004,,,,,,
myron campbellmyron campbell,The Fragile Circus,2004,,,,,,
jacky Sawatzkyjacky Sawatzky,R.g.b-project,2004,http://www.jackysawatzky.net/Rgb,rhizome_artbase/screenshots/1097.png,20050316185852,http://web.archive.org/web/20050316185852/http://www.jackysawatzky.net/Rgb,Y,jackysawatzky.net
Julian BleeckerJulian Bleecker,WiFiKu,2004,http://www.techkwondo.com/projects/wifiku,Failed to capture screenshot,20040615081112,http://web.archive.org/web/20040615081112/http://www.techkwondo.com/projects/wifiku,N,techkwondo.com
Rafaël RozendaalRafaël Rozendaal,on a horse .com,2004,http://www.onahorse.com/,rhizome_artbase/screenshots/1099.png,20041206050806,http://web.archive.org/web/20041206050806/http://www.onahorse.com/,Y,onahorse.com
deb kingdeb king,gender[f],2004,http://www.gender-f.com/,Failed to capture screenshot,20041011171600,http://web.archive.org/web/20041011171600/http://www.gender-f.com/,N,gender-f.com
Ruth HawkinsRuth Hawkins,edgeless 55-57 (temporary),2004,http://www.edgeless.co.uk,Failed to capture screenshot,20051216152449,http://web.archive.org/web/20051216152449/http://www.edgeless.co.uk,N,co.uk
Marcus Vinicius Fainer BastosMarcus Vinicius Fainer Bastos,mobil_izing,2004,http://pfebril.net,rhizome_artbase/screenshots/1102.png,20041010075116,http://web.archive.org/web/20041010075116/http://pfebril.net,Y,pfebril.net
Wilfried Agricola de CologneWilfried Agricola de Cologne,Women: Memory of Repression in Argentina,2004,http://argentina.engad.org,Failed to capture screenshot,20050209182746,http://web.archive.org/web/20050209182746/http://argentina.engad.org,N,engad.org
Daniel Desiderio Paez CastilloDaniel Desiderio Paez Castillo,"idades // multi-local, multi-user, realtime interactive installation",2004,http://www.idades.org/,rhizome_artbase/screenshots/1104.png,20050208131105,http://web.archive.org/web/20050208131105/http://www.idades.org/,Y,idades.org
Norie NeumarkNorie Neumark,Perpetual E.motion Project,2004,http://turbulence.org/studios/rumor/emotion/,rhizome_artbase/screenshots/1105.png,20040624032632,http://web.archive.org/web/20040624032632/http://turbulence.org/studios/rumor/emotion/,Y,turbulence.org
Wilfried Agricola de CologneWilfried Agricola de Cologne,dreamtime::,2004,http://www.nmartproject.net/agricola/mpc/volume5/dreamtime.html,rhizome_artbase/screenshots/1106.png,20031127133125,http://web.archive.org/web/20031127133125/http://www.nmartproject.net/agricola/mpc/volume5/dreamtime.html,Y,nmartproject.net
Marika DermineurMarika Dermineur,The Inhabitants,2004,http://www.impaktonline.nl/database/inhabitants/,rhizome_artbase/screenshots/1107.png,20040531092444,http://web.archive.org/web/20040531092444/http://www.impaktonline.nl/database/inhabitants/,Y,impaktonline.nl
lucas kuzmalucas kuzma,the Ecstasy of Communication,2004,http://machinatus.net/tec/software_a.html,Failed to capture screenshot,20041011141615,http://web.archive.org/web/20041011141615/http://machinatus.net/tec/software_a.html,N,machinatus.net
Jason CoraceJason Corace,Yesterday's Song,2004,http://www.boynamethor.com,Failed to capture screenshot,20040605035052,http://web.archive.org/web/20040605035052/http://www.boynamethor.com,N,boynamethor.com
Jason Van AndenJason Van Anden,The Smile Project,2004,http://www.smileproject.com,rhizome_artbase/screenshots/1110.png,20001109085100,http://web.archive.org/web/20001109085100/http://www.smileproject.com,Y,smileproject.com
Rich WhiteRich White,glimpsed,2004,http://www.counterwork.pwp.blueyonder.co.uk/art/glimpsed.htm,Failed to capture screenshot,0,,N,co.uk
Katya MoormanKatya Moorman,portraits in landscape,2004,http://www.lab5769.com/portraits.html,Failed to capture screenshot,20040604171118,http://web.archive.org/web/20040604171118/http://www.lab5769.com/portraits.html,N,lab5769.com
CAPitALLismCAPitALLism,ilovebees: The Reality of Alternate Reality,2004,http://www.CAPitALLism.org/capisce/ilovebees.php,rhizome_artbase/screenshots/1113.png,20041018075017,http://web.archive.org/web/20041018075017/http://www.CAPitALLism.org/capisce/ilovebees.php,Y,CAPitALLism.org
Christian OyarzunChristian Oyarzun,crc/cw,2004,http://www.error404.cl/crc_cw,rhizome_artbase/screenshots/1114.png,20040825060514,http://web.archive.org/web/20040825060514/http://www.error404.cl/crc_cw,Y,error404.cl
Marina ZerbariniMarina Zerbarini,"Eveline, fragmentos de una respuesta",2004,http://www.marina-zerbarini.com.ar/evy,rhizome_artbase/screenshots/1115.png,20041029053312,http://web.archive.org/web/20041029053312/http://www.marina-zerbarini.com.ar/evy,Y,com.ar
Daniel Desiderio Paez CastilloDaniel Desiderio Paez Castillo,idades,2004,http://www.idades.org/,rhizome_artbase/screenshots/1116.png,20050208131105,http://web.archive.org/web/20050208131105/http://www.idades.org/,Y,idades.org
Sandy SmithSandy Smith,The Blackhouse,2004,http://www.computersforart.org/create/blackhouse/blackhouse.htm,rhizome_artbase/screenshots/1117.png,20050404123040,http://web.archive.org/web/20050404123040/http://www.computersforart.org/create/blackhouse/blackhouse.htm,Y,computersforart.org
dylan davisdylan davis,Telegraph,2004,http://theworldisoursoundtoy.com/index.php?page=st_telegraphV1,Failed to capture screenshot,20050417081435,http://web.archive.org/web/20050417081435/http://theworldisoursoundtoy.com/index.php?page=st_telegraphV1,N,theworldisoursoundtoy.com
Rafaël RozendaalRafaël Rozendaal,let me sleep .com,2004,http://www.letmesleep.com/,rhizome_artbase/screenshots/1119.png,20030927230445,http://web.archive.org/web/20030927230445/http://www.letmesleep.com/,Y,letmesleep.com
Heath BuntingKayle BrandonHeath BuntingKayle Brandon,The Status Project,2004,http://status.irational.org/,rhizome_artbase/screenshots/1120.png,20040727123041,http://web.archive.org/web/20040727123041/http://status.irational.org/,Y,irational.org
Jean RichardJean Richard,JeanRichard - Family Art,2004,http://jeanrichard.ch,rhizome_artbase/screenshots/1121.png,19991005144426,http://web.archive.org/web/19991005144426/http://jeanrichard.ch,Y,jeanrichard.ch
Mike MikeMike Mike,The Face of Tomorrow - the Human Face of Globalization,2004,http://www.faceoftomorrow.com,rhizome_artbase/screenshots/1122.png,20040411144041,http://web.archive.org/web/20040411144041/http://www.faceoftomorrow.com,Y,faceoftomorrow.com
Leonard ClagettLeonard Clagett,concentric cubes 4,2004,http://home.earthlink.net/~csteinhsd1/cube/CubeConcentric4.htm,Failed to capture screenshot,20150524071921,http://web.archive.org/web/20150524071921/http://home.earthlink.net/~csteinhsd1/cube/CubeConcentric4.htm,N,earthlink.net
kanarinka akanarinakkanarinka akanarinak,reimaginings,2004,http://www.turbulence.org/Works/reimaginings/,rhizome_artbase/screenshots/1124.png,20040529081141,http://web.archive.org/web/20040529081141/http://www.turbulence.org/Works/reimaginings/,Y,turbulence.org
Georg DuemleinGeorg Duemlein,all is full of noise,2004,http://www.preset.de/all/is/full/of/noise/,rhizome_artbase/screenshots/1125.png,20050208202425,http://web.archive.org/web/20050208202425/http://www.preset.de/all/is/full/of/noise/,Y,preset.de
Talan MemmottTalan Memmott,[N]+semble RTP #27,2004,http://memmott.org/talan/rtp27/,rhizome_artbase/screenshots/1126.png,20041205150920,http://web.archive.org/web/20041205150920/http://memmott.org/talan/rtp27/,Y,memmott.org
Dion LaurentDion Laurent,The Golden Age of Barcodes,2004,http://www.dionlaurent.com/The%20Golden%20Age%20of%20Barcodes.htm,rhizome_artbase/screenshots/1127.png,20040923083219,http://web.archive.org/web/20040923083219/http://www.dionlaurent.com/The%20Golden%20Age%20of%20Barcodes.htm,Y,dionlaurent.com
Jody ZellenJody Zellen,Visual Chaos,2004,http://www.visualchaos.org,rhizome_artbase/screenshots/1128.png,20010721213824,http://web.archive.org/web/20010721213824/http://www.visualchaos.org,Y,visualchaos.org
carlos katastrofskycarlos katastrofsky,area research,2004,http://archive.rhizome.org/artbase/29572/arearesearch/index.php,rhizome_artbase/screenshots/1129.png,0,,Y,rhizome.org
Myron TurnerMyron Turner,bigQuestions.com,2004,http://www.room535.org/bigQuestions.com,rhizome_artbase/screenshots/1130.png,20041023085346,http://web.archive.org/web/20041023085346/http://www.room535.org/bigQuestions.com,Y,room535.org
Josephine DoradoJosephine Dorado,son(net) subterfuge,2004,http://funksoup.com/sonsub.htm,rhizome_artbase/screenshots/1131.png,20050313114947,http://web.archive.org/web/20050313114947/http://funksoup.com/sonsub.htm,Y,funksoup.com
carlos katastrofskycarlos katastrofsky,neighbourhood research,2004,http://katastrofsky.cont3xt.net/neighbour/,Failed to capture screenshot,20090312095446,http://web.archive.org/web/20090312095446/http://katastrofsky.cont3xt.net/neighbour/,N,cont3xt.net
Matt RobertsMatt Roberts,Transfers,2004,http://www.transfersproject.com,Failed to capture screenshot,20070922171729,http://web.archive.org/web/20070922171729/http://www.transfersproject.com,N,transfersproject.com
Tyler JacobsenTyler Jacobsen,META-CC.net,2004,http://meta-cc.net,rhizome_artbase/screenshots/1134.png,20041020210122,http://web.archive.org/web/20041020210122/http://meta-cc.net,Y,meta-cc.net
Paula LevinePaula Levine,Shadows from another place:  San Francisco <-> Baghdad,2004,http://shadowsfromanotherplace.net/,rhizome_artbase/screenshots/1135.png,20090511210850,http://web.archive.org/web/20090511210850/http://shadowsfromanotherplace.net/,Y,shadowsfromanotherplace.net
Annie AbrahamsAnnie Abrahams,painsong,2004,http://www.bram.org/pain,rhizome_artbase/screenshots/1136.png,20040706080731,http://web.archive.org/web/20040706080731/http://www.bram.org/pain,Y,bram.org
Paul St GeorgePaul St George,jellyText,2004,http://www.jellytext.org/,Failed to capture screenshot,20040609232429,http://web.archive.org/web/20040609232429/http://www.jellytext.org/,N,jellytext.org
redlizard redlizardredlizard redlizard,io amo mi ci u_da,2004,http://redcaiman.org/productos/CIU_DA/,rhizome_artbase/screenshots/1138.png,20040114003331,http://web.archive.org/web/20040114003331/http://redcaiman.org/productos/CIU_DA/,Y,redcaiman.org
Rich WhiteRich White,create/remove,2004,http://www.counterwork.co.uk/create/remove,rhizome_artbase/screenshots/1139.png,20110412172754,http://web.archive.org/web/20110412172754/http://www.counterwork.co.uk/create/remove,Y,co.uk
mongo flattnermongo flattner,normative bebilerung 2,2004,http://subjektivation.de,Failed to capture screenshot,20030207172621,http://web.archive.org/web/20030207172621/http://subjektivation.de,N,subjektivation.de
marcin ramockimarcin ramocki,japanatious,2004,http://vertexlist.net/japanatious.html,rhizome_artbase/screenshots/1141.png,20150524015131,http://web.archive.org/web/20150524015131/http://vertexlist.net/japanatious.html,Y,vertexlist.net
gair dunlopgair dunlop,the Tomorrows Project,2004,http://www.tompro.co.uk,rhizome_artbase/screenshots/1142.png,20041206002554,http://web.archive.org/web/20041206002554/http://www.tompro.co.uk,Y,co.uk
Michael Takeo MagruderMichael Takeo Magruder,{matrix},2004,http://www.takeo.org/nspace/ns008/,rhizome_artbase/screenshots/1143.png,20040411161453,http://web.archive.org/web/20040411161453/http://www.takeo.org/nspace/ns008/,Y,takeo.org
Kate SouthworthKate Southworth,fuorange,2004,http://archive.rhizome.org/artbase/27525/fuorange.html,rhizome_artbase/screenshots/1144.png,20150523124452,http://web.archive.org/web/20150523124452/http://archive.rhizome.org/artbase/27525/fuorange.html,Y,rhizome.org
grégoire zabégrégoire zabé,virlab - experiment viruses choreographies,2004,http://www.nobox-lab.com/virlab,rhizome_artbase/screenshots/1145.png,20040729104209,http://web.archive.org/web/20040729104209/http://www.nobox-lab.com/virlab,Y,nobox-lab.com
Hannah RudmanHannah Rudman,The Benefactor - a Hyperdrama,2004,http://www.hannahrudman.com,rhizome_artbase/screenshots/1146.png,20040326041434,http://web.archive.org/web/20040326041434/http://www.hannahrudman.com,Y,hannahrudman.com
