artist,title,date,website,screenshots,archive available at,archive capture link,can access,base url
Cheryl DoneganCheryl Donegan,Studio Visit,2001,http://awp.diaart.org/donegan/,rhizome_artbase/screenshots/353.png,20091209042819,http://web.archive.org/web/20091209042819/http://awp.diaart.org/donegan/,Y,diaart.org
nathaniel sternnathaniel stern,enter,2001,http://nathanielstern.com/2000/enter-hektor/,rhizome_artbase/screenshots/354.png,20071031031907,http://web.archive.org/web/20071031031907/http://nathanielstern.com/2000/enter-hektor/,Y,nathanielstern.com
Paul AnnearPaul Annear,The Concise Model of the Universe,2001,http://www.xxos.net,rhizome_artbase/screenshots/355.png,20030901231246,http://web.archive.org/web/20030901231246/http://www.xxos.net,Y,xxos.net
P HintsanenP Hintsanen,The Book of Days,2001,http://www.coloria.net/dig.art/bookofdays,rhizome_artbase/screenshots/356.png,20020128231055,http://web.archive.org/web/20020128231055/http://www.coloria.net/dig.art/bookofdays,Y,coloria.net
FuturefarmersFuturefarmers,They Rule,2001,http://theyrule.net/,rhizome_artbase/screenshots/357.png,20010814171128,http://web.archive.org/web/20010814171128/http://theyrule.net/,Y,theyrule.net
Brad ToddBrad Todd,Utopia PKWY,2001,http://www.mobilegaze.com/utopia,rhizome_artbase/screenshots/358.png,20010607064418,http://web.archive.org/web/20010607064418/http://www.mobilegaze.com/utopia,Y,mobilegaze.com
Michele TurreMichele Turre,Tired Landscapes,2001,,,,,,
Oliver MoranOliver Moran,The Panopticon,2001,http://archive.rhizome.org/artbase/24940/rps-panopticon/,rhizome_artbase/screenshots/360.png,20150524034908,http://web.archive.org/web/20150524034908/http://archive.rhizome.org/artbase/24940/rps-panopticon/,Y,rhizome.org
giselle beiguelmangiselle beiguelman,The Book after the Book,2001,http://www.desvirtual.com/thebook/http://www.desvirtual.com/giselle,rhizome_artbase/screenshots/361.png,0,,Y,desvirtual.com
Post-Exile CollectivePost-Exile Collective,The Word Room,2001,http://wordroom.net,Failed to capture screenshot,20020224234724,http://web.archive.org/web/20020224234724/http://wordroom.net,N,wordroom.net
Young-Hae Chang Heavy IndustriesYoung-Hae Chang Heavy Industries,THE STRUGGLE CONTINUES,2001,http://archive.rhizome.org/artbase/2427/THE_STRUGGLE_mac.html,rhizome_artbase/screenshots/363.png,20131028055412,http://web.archive.org/web/20131028055412/http://archive.rhizome.org/artbase/2427/THE_STRUGGLE_mac.html,Y,rhizome.org
Waldemar PranckiewiczWaldemar Pranckiewicz,Netquake,2001,,,,,,
StanzaStanza,The Central City (Net Art ) edition,2001,http://www.thecentralcity.co.uk/,rhizome_artbase/screenshots/365.png,20000711073424,http://web.archive.org/web/20000711073424/http://www.thecentralcity.co.uk/,Y,co.uk
Simon FildesSimon Fildes,big,2001,http://www.hyperchoreography.org/big.html,rhizome_artbase/screenshots/366.png,20040902162714,http://web.archive.org/web/20040902162714/http://www.hyperchoreography.org/big.html,Y,hyperchoreography.org
Isabelle HayeurIsabelle Hayeur,Si / Jamais,2001,http://archive.rhizome.org/artbase/2380/sijamais_isabelle_hayeur/,rhizome_artbase/screenshots/367.png,20150523101040,http://web.archive.org/web/20150523101040/http://archive.rhizome.org/artbase/2380/sijamais_isabelle_hayeur/,Y,rhizome.org
David JacksonDavid Jackson,Police Surveillance,2001,,,,,,
mike salmondmike salmond,Voxels,2001,,,,,,
Eddo SternEddo Stern,TEKKEN TORTURE TOURNAMENT,2001,http://www.eddostern.com/tekken_torture_tournament.html,rhizome_artbase/screenshots/370.png,20040405061621,http://web.archive.org/web/20040405061621/http://www.eddostern.com/tekken_torture_tournament.html,Y,eddostern.com
Daniel Merlin GoodbreyDaniel Merlin Goodbrey,Sixgun: Tales From An Unfolded Earth,2001,http://e-merl.com/sixgun.htm,rhizome_artbase/screenshots/371.png,20020407174038,http://web.archive.org/web/20020407174038/http://e-merl.com/sixgun.htm,Y,e-merl.com
Alexandre PlennevauxAlexandre Plennevaux,Worldebt - You can count on it !,2001,http://www.encorebruxelles.org/jk,Failed to capture screenshot,20010605010824,http://web.archive.org/web/20010605010824/http://www.encorebruxelles.org/jk,N,encorebruxelles.org
Wilfried Agricola de CologneWilfried Agricola de Cologne,Transience - an atonal composition,2001,http://www.nmartproject.net/agricola/mpc/trans/transience.html,rhizome_artbase/screenshots/373.png,20011207094953,http://web.archive.org/web/20011207094953/http://www.nmartproject.net/agricola/mpc/trans/transience.html,Y,nmartproject.net
Haleh NiazmandHaleh Niazmand,Survey of Common Sense,2001,http://www.surveyofcommonsense.net,Failed to capture screenshot,20020125231515,http://web.archive.org/web/20020125231515/http://www.surveyofcommonsense.net,N,surveyofcommonsense.net
Sergio MaltagliatiSergio Maltagliati,autom@tedVisualMusiC,2001,,,,,,
Rafael Lozano-HemmerRafael Lozano-Hemmer,"Vectorial Elevation, Relational Architecture 4",2001,http://www.alzado.net/,rhizome_artbase/screenshots/376.png,20000511012754,http://web.archive.org/web/20000511012754/http://www.alzado.net/,Y,alzado.net
Haik HoisingtonHaik Hoisington,The Long Bomb,2001,http://www.blackmustache.com/baseball.html,rhizome_artbase/screenshots/377.png,20021014094403,http://web.archive.org/web/20021014094403/http://www.blackmustache.com/baseball.html,Y,blackmustache.com
Jason NelsonJason Nelson,Superstitious Appliances,2001,http://www.heliozoa.com/superstition.html,rhizome_artbase/screenshots/378.png,20011227042431,http://web.archive.org/web/20011227042431/http://www.heliozoa.com/superstition.html,Y,heliozoa.com
Nathalie LawheadNathalie Lawhead,When Johnny comes marching home,2001,http://www.alienmelon.com/johnny.html,Failed to capture screenshot,20021112053726,http://web.archive.org/web/20021112053726/http://www.alienmelon.com/johnny.html,N,alienmelon.com
Zahra SafavianZahra Safavian,berceuse,2001,http://www.drunkenboat.com/db3/safavian/safavian.html,rhizome_artbase/screenshots/380.png,20011225192445,http://web.archive.org/web/20011225192445/http://www.drunkenboat.com/db3/safavian/safavian.html,Y,drunkenboat.com
Brian JudyBrian Judy,The Grid,2001,http://www.boogaholler.com/webart/,rhizome_artbase/screenshots/381.png,20010429061102,http://web.archive.org/web/20010429061102/http://www.boogaholler.com/webart/,Y,boogaholler.com
mario garcia torresmario garcia torres,disponible - a blank space on the www that is always on sale,2001,http://www.disponible.ws,rhizome_artbase/screenshots/382.png,20021009170022,http://web.archive.org/web/20021009170022/http://www.disponible.ws,Y,disponible.ws
Randall PackerRandall Packer,US Department of Art & Technology,2001,http://www.usdept-arttech.net,rhizome_artbase/screenshots/383.png,20011128072241,http://web.archive.org/web/20011128072241/http://www.usdept-arttech.net,Y,usdept-arttech.net
michiel Knavenmichiel Knaven,"The Handmirror, scenes from behind the mirror",2001,http://www.michaelmedia.org/mirror,rhizome_artbase/screenshots/384.png,20010607091252,http://web.archive.org/web/20010607091252/http://www.michaelmedia.org/mirror,Y,michaelmedia.org
Bret NicelyBret Nicely,The I Plan,2001,http://nicebretly.com/net_art/I_plan.html,Failed to capture screenshot,20010908230621,http://web.archive.org/web/20010908230621/http://nicebretly.com/net_art/I_plan.html,N,nicebretly.com
curt cloningercurt cloninger,THE_GRACE_ENGINE,2001,http://www.playdamage.org/grace/,rhizome_artbase/screenshots/386.png,20020613013240,http://web.archive.org/web/20020613013240/http://www.playdamage.org/grace/,Y,playdamage.org
Igor ŠtromajerIgor Štromajer,[ i want to share you - what are you doing to me? ],2001,http://www2.arnes.si/~ljintima1/share/index.html,rhizome_artbase/screenshots/387.png,20011222183850,http://web.archive.org/web/20011222183850/http://www2.arnes.si/~ljintima1/share/index.html,Y,arnes.si
andrew bucksbargandrew bucksbarg,consumertopia,2001,,,,,,
Brian MackernBrian Mackern,Set Variable=Random(ART),2001,http://www.internet.com.uy/vibri/artefactos/set_random/index.htm,rhizome_artbase/screenshots/389.png,20010203215600,http://web.archive.org/web/20010203215600/http://www.internet.com.uy/vibri/artefactos/set_random/index.htm,Y,com.uy
Neil SorensonNeil Sorenson,dreamjot 2001 05,2001,,,,,,
sachiko hayashisachiko hayashi,Trapped,2001,,,,,,
Daniel Garcia AndujarDaniel Garcia Andujar,Technologies to the People,2001,http://www.irational.org/tttp/,rhizome_artbase/screenshots/392.png,20000822032027,http://web.archive.org/web/20000822032027/http://www.irational.org/tttp/,Y,irational.org
Barbara LattanziBarbara Lattanzi,You Are Late,2001,http://www.pce.net/threads/yarns/fragments/youarelate/index.html,Failed to capture screenshot,20010708074129,http://web.archive.org/web/20010708074129/http://www.pce.net/threads/yarns/fragments/youarelate/index.html,N,pce.net
Mario HerguetaMario Hergueta,d_raw,2001,http://www.marioland.de/d_raw,Failed to capture screenshot,20010913013614,http://web.archive.org/web/20010913013614/http://www.marioland.de/d_raw,N,marioland.de
Antoni AbadAntoni Abad,Z,2001,http://zexe.net/,rhizome_artbase/screenshots/395.png,20010501035853,http://web.archive.org/web/20010501035853/http://zexe.net/,Y,zexe.net
Joelle BittonJoelle Bitton,The rest is silence,2001,http://www.superficiel.org/temp/silence,rhizome_artbase/screenshots/396.png,20010524041611,http://web.archive.org/web/20010524041611/http://www.superficiel.org/temp/silence,Y,superficiel.org
Bill BerryBill Berry,god bless america,2001,http://repop.org/RE/flag/,rhizome_artbase/screenshots/397.png,20011228230352,http://web.archive.org/web/20011228230352/http://repop.org/RE/flag/,Y,repop.org
Annette WeintraubAnnette Weintraub,The Mirror That Changes,2001,http://www.annetteweintraub.com/mirror/index.html,rhizome_artbase/screenshots/398.png,20150521061617,http://web.archive.org/web/20150521061617/http://www.annetteweintraub.com/mirror/index.html,Y,annetteweintraub.com
nathaniel sternnathaniel stern,elicit,2001,http://nathanielstern.com/2001/odys-elicit-entraced/,rhizome_artbase/screenshots/399.png,20071031031923,http://web.archive.org/web/20071031031923/http://nathanielstern.com/2001/odys-elicit-entraced/,Y,nathanielstern.com
Lina DoradoLuis CantilloLina DoradoLuis Cantillo,When going from ___ to ___,2001,http://www.iniva.org/travellerstales/docs/dorado/01.html,rhizome_artbase/screenshots/400.png,20030724235511,http://web.archive.org/web/20030724235511/http://www.iniva.org/travellerstales/docs/dorado/01.html,Y,iniva.org
Komar and MelamidKomar and Melamid,The Most Wanted Paintings,2001,http://www.diacenter.org/km/index.html,rhizome_artbase/screenshots/401.png,19961102060513,http://web.archive.org/web/19961102060513/http://www.diacenter.org/km/index.html,Y,diacenter.org
abram sternabram stern,charlie's ants,2001,http://aphid.org/CA/,rhizome_artbase/screenshots/402.png,20040516005655,http://web.archive.org/web/20040516005655/http://aphid.org/CA/,Y,aphid.org
Yael KanarekYael Kanarek,World of Awe 1.0,2001,,,,,,
Gandha KeyGandha Key,from my house/to yours: the journeyweb,2001,http://www.zyarts.com/journeyweb,Failed to capture screenshot,20011221103642,http://web.archive.org/web/20011221103642/http://www.zyarts.com/journeyweb,N,zyarts.com
Igor ŠtromajerIgor Štromajer,b.ALT.ica,2001,,,,,,
Tiia JohannsonTiia Johannson,get.real,2001,http://old.artun.ee/homepages/xtiiax/mikki/,Failed to capture screenshot,20020327124656,http://web.archive.org/web/20020327124656/http://old.artun.ee/homepages/xtiiax/mikki/,N,artun.ee
Roberto EchenRoberto Echen,art from text,2001,http://rechen.com/arttext/,rhizome_artbase/screenshots/407.png,0,,Y,rechen.com
Zahra SafavianZahra Safavian,dissolution,2001,http://www.poemsthatgo.com/gallery/spring2001/far.html,rhizome_artbase/screenshots/408.png,20010411045414,http://web.archive.org/web/20010411045414/http://www.poemsthatgo.com/gallery/spring2001/far.html,Y,poemsthatgo.com
Oliver MoranOliver Moran,Virtual Richey Manic,2001,http://www.sony-youth.com/vrm/,Failed to capture screenshot,20040528071643,http://web.archive.org/web/20040528071643/http://www.sony-youth.com/vrm/,N,sony-youth.com
Francis AlÿsFrancis Alÿs,The Thief,2001,http://www.diacenter.org/alys/index.html,rhizome_artbase/screenshots/410.png,19991013120025,http://web.archive.org/web/19991013120025/http://www.diacenter.org/alys/index.html,Y,diacenter.org
Kate SouthworthKate Southworth,WORLD:it just keeps changing,2001,http://archive.rhizome.org/artbase/2888/world.html,rhizome_artbase/screenshots/411.png,20150523124502,http://web.archive.org/web/20150523124502/http://archive.rhizome.org/artbase/2888/world.html,Y,rhizome.org
Katie BushKatie Bush,all systems go,2001,http://www.lovekatie.com/,Failed to capture screenshot,20010723020434,http://web.archive.org/web/20010723020434/http://www.lovekatie.com/,N,lovekatie.com
Graham HarwoodGraham Harwood,Waste words,2001,http://www.heise.de/tp/kunst/waste/,rhizome_artbase/screenshots/413.png,0,,Y,heise.de
Andrew ChildsAndrew Childs,megatight,2001,http://www.megatight.com/,rhizome_artbase/screenshots/414.png,20010417131322,http://web.archive.org/web/20010417131322/http://www.megatight.com/,Y,megatight.com
joerg piringerjoerg piringer,hyPoem,2001,https://joerg.piringer.net/index.php?href=hypoem/hypoem.xml,rhizome_artbase/screenshots/415.png,20070920171230,http://web.archive.org/web/20070920171230/https://joerg.piringer.net/index.php?href=hypoem/hypoem.xml,Y,piringer.net
martin meyermartin meyer,brooklyn01,2001,http://www.brooklyn01.net/,Failed to capture screenshot,20150524022529,http://web.archive.org/web/20150524022529/http://www.brooklyn01.net/,N,brooklyn01.net
Michael DainesMichael Daines,it is now safe to turn off your computer.,2001,http://archive.rhizome.org/artbase/2358/index.html,rhizome_artbase/screenshots/417.png,20150524034632,http://web.archive.org/web/20150524034632/http://archive.rhizome.org/artbase/2358/index.html,Y,rhizome.org
Maurizio MercuriMaurizio Mercuri,deface!,2001,http://www.acidlife.com/deface,rhizome_artbase/screenshots/418.png,20010429012001,http://web.archive.org/web/20010429012001/http://www.acidlife.com/deface,Y,acidlife.com
curt cloningercurt cloninger,fear / rage: rhizome splash page,2001,http://rhizome.org/splash/playdamage/,rhizome_artbase/screenshots/419.png,20010616212000,http://web.archive.org/web/20010616212000/http://rhizome.org/splash/playdamage/,Y,rhizome.org
Marcy PalmerMarcy Palmer,dis-house-jointed,2001,http://www.dis-house-jointed.net,Failed to capture screenshot,20011221203025,http://web.archive.org/web/20011221203025/http://www.dis-house-jointed.net,N,dis-house-jointed.net
Mendi+Keith ObadikeMendi+Keith Obadike,keeping up appearances,2001,http://blacknetart.com/keepingupappearances.html,rhizome_artbase/screenshots/421.png,20020602032843,http://web.archive.org/web/20020602032843/http://blacknetart.com/keepingupappearances.html,Y,blacknetart.com
Igor ŠtromajerIgor Štromajer,every time i B14 return from moscow - i cry,2001,http://www2.arnes.si/~ljintima1/moscow,rhizome_artbase/screenshots/422.png,20010728085338,http://web.archive.org/web/20010728085338/http://www2.arnes.si/~ljintima1/moscow,Y,arnes.si
Reiner StrasserReiner Strasser,frgmnt foUr,2001,http://nonfinito.de/frgmnt/,rhizome_artbase/screenshots/423.png,20021204070758,http://web.archive.org/web/20021204070758/http://nonfinito.de/frgmnt/,Y,nonfinito.de
paul catanesepaul catanese,fish histories,2001,http://www.paulcatanese.com/artwork/fish/index.html,rhizome_artbase/screenshots/424.png,20040609223145,http://web.archive.org/web/20040609223145/http://www.paulcatanese.com/artwork/fish/index.html,Y,paulcatanese.com
d planetd planet,POSTCARD.project::,2001,http://www.altsense.net/projects/postcards/,rhizome_artbase/screenshots/425.png,20011017165729,http://web.archive.org/web/20011017165729/http://www.altsense.net/projects/postcards/,Y,altsense.net
RTMarkRTMark,RTMark,2001,,,,,,
Jess LosebyJess Loseby,light from the machine,2001,http://www.rssgallery.com/lightfromthemachine.html,rhizome_artbase/screenshots/427.png,20030202231046,http://web.archive.org/web/20030202231046/http://www.rssgallery.com/lightfromthemachine.html,Y,rssgallery.com
Jimmy OwennsJimmy Owenns,Photographic Diary,2001,http://www.photographic-diary.comhttp://www.blackeyed.com/diary/,Failed to capture screenshot,0,,N,photographic-diary.comhttp:
DaneDane,him,2001,http://www.comfylux.com/him/,rhizome_artbase/screenshots/429.png,20010610110449,http://web.archive.org/web/20010610110449/http://www.comfylux.com/him/,Y,comfylux.com
Luce Sibilla BalzariniLuce Sibilla Balzarini,june and september,2001,http://www.juneandseptember.com,rhizome_artbase/screenshots/430.png,20020223175439,http://web.archive.org/web/20020223175439/http://www.juneandseptember.com,Y,juneandseptember.com
Christophe BrunoChristophe Bruno,fascinum,2001,http://www.unbehagen.com/fascinum,rhizome_artbase/screenshots/431.png,20020530055250,http://web.archive.org/web/20020530055250/http://www.unbehagen.com/fascinum,Y,unbehagen.com
Ole B NielsenOle B Nielsen,Sea In Motion,2001,,,,,,
neil jenkinsneil jenkins,Orbital,2001,http://www.herenorthere.org/orbital,rhizome_artbase/screenshots/433.png,20010913013207,http://web.archive.org/web/20010913013207/http://www.herenorthere.org/orbital,Y,herenorthere.org
peter nidzgorskipeter nidzgorski,X(818),2001,http://x818.com/,rhizome_artbase/screenshots/434.png,20010411002713,http://web.archive.org/web/20010411002713/http://x818.com/,Y,x818.com
Jim AndrewsJim Andrews,Nio,2001,http://turbulence.org/Works/Nio,rhizome_artbase/screenshots/435.png,20010413030058,http://web.archive.org/web/20010413030058/http://turbulence.org/Works/Nio,Y,turbulence.org
Christophe BrunoChristophe Bruno,fields,2001,http://www.iterature.com/fields,rhizome_artbase/screenshots/436.png,20020221032945,http://web.archive.org/web/20020221032945/http://www.iterature.com/fields,Y,iterature.com
Michael SzpakowskiMichael Szpakowski,if we shadows...,2001,,,,,,
Ken GoldbergKen Goldberg,Telegarden,2001,http://goldberg.berkeley.edu/garden/Ars/,rhizome_artbase/screenshots/438.png,20070715013455,http://web.archive.org/web/20070715013455/http://goldberg.berkeley.edu/garden/Ars/,Y,berkeley.edu
Andy DeckAndy Deck,Progressive Load,2001,http://artcontext.org/progload/,rhizome_artbase/screenshots/439.png,20010702152308,http://web.archive.org/web/20010702152308/http://artcontext.org/progload/,Y,artcontext.org
Tina La PortaTina La Porta,Shifting,2001,http://www.users.interport.net/~laporta/,rhizome_artbase/screenshots/440.png,19981207063545,http://web.archive.org/web/19981207063545/http://www.users.interport.net/~laporta/,Y,interport.net
Max AmaglianiMax Amagliani,One Way,2001,http://archive.rhizome.org/artbase/2590/index.html,rhizome_artbase/screenshots/441.png,20150524014425,http://web.archive.org/web/20150524014425/http://archive.rhizome.org/artbase/2590/index.html,Y,rhizome.org
Wolf KahlenWolf Kahlen,Selbst-los / Self-less,2001,http://www.wolf-kahlen.de/,rhizome_artbase/screenshots/442.png,20000823140151,http://web.archive.org/web/20000823140151/http://www.wolf-kahlen.de/,Y,wolf-kahlen.de
Ron GoldinRon Goldin,STORM [Concept-Gathering Machine],2001,http://cadre.sjsu.edu/~rgoldin/storm/,Failed to capture screenshot,0,,N,sjsu.edu
Lucas BambozziLucas Bambozzi,meta4walls,2001,http://www.comum.com/diphusa/meta,rhizome_artbase/screenshots/444.png,20020404201043,http://web.archive.org/web/20020404201043/http://www.comum.com/diphusa/meta,Y,comum.com
Monica RossMonica Ross,justfornow,2001,http://www.justfornow.net/,rhizome_artbase/screenshots/445.png,20020527181449,http://web.archive.org/web/20020527181449/http://www.justfornow.net/,Y,justfornow.net
Igor ŠtromajerIgor Štromajer,mobile trilogy,2001,http://www2.arnes.si/~ljintima1/mt,rhizome_artbase/screenshots/446.png,20010730075112,http://web.archive.org/web/20010730075112/http://www2.arnes.si/~ljintima1/mt,Y,arnes.si
Justin SimoniJustin Simoni,haircut,2001,http://prolix.nu/haircut,rhizome_artbase/screenshots/447.png,20020202233342,http://web.archive.org/web/20020202233342/http://prolix.nu/haircut,Y,prolix.nu
paul catanesepaul catanese,invisible maps,2001,http://www.paulcatanese.com/artwork/imaps/index.html,rhizome_artbase/screenshots/448.png,20040609223847,http://web.archive.org/web/20040609223847/http://www.paulcatanese.com/artwork/imaps/index.html,Y,paulcatanese.com
Mary-Kim ArnoldMary-Kim Arnold,kokura,2001,http://www.eastgate.com/Kokura/Welcome.html,rhizome_artbase/screenshots/449.png,19991003015730,http://web.archive.org/web/19991003015730/http://www.eastgate.com/Kokura/Welcome.html,Y,eastgate.com
66,outside,2001,http://archive.rhizome.org/artbase/9811/index.html,rhizome_artbase/screenshots/450.png,20150524011745,http://web.archive.org/web/20150524011745/http://archive.rhizome.org/artbase/9811/index.html,Y,rhizome.org
Jane MarschingJane Marsching,p a r a : / / a database of wonders,2001,http://archive.rhizome.org/artbase/3083/para/index.html,rhizome_artbase/screenshots/451.png,20150524020018,http://web.archive.org/web/20150524020018/http://archive.rhizome.org/artbase/3083/para/index.html,Y,rhizome.org
StanzaStanza,amorphoscapes I. Online Generative artworks 1997,2001,http://www.stanza.co.uk/dynamic/index.htmlhttp://www.amorphoscapes.com/,rhizome_artbase/screenshots/452.png,0,,Y,co.uk
francesco continfrancesco contin,gameover,2001,http://www.magicflam.com/gameover.htm,rhizome_artbase/screenshots/453.png,20010706094623,http://web.archive.org/web/20010706094623/http://www.magicflam.com/gameover.htm,Y,magicflam.com
Eugene ThackerEugene Thacker,ftp_formless_anatomy,2001,http://archive.rhizome.org/artbase/1699/index.html,rhizome_artbase/screenshots/454.png,20150524034650,http://web.archive.org/web/20150524034650/http://archive.rhizome.org/artbase/1699/index.html,Y,rhizome.org
trip Dixontrip Dixon,"breathe, crack & peel",2001,http://www.eciad.bc.ca/~trip/breathe,Failed to capture screenshot,20010430043603,http://web.archive.org/web/20010430043603/http://www.eciad.bc.ca/~trip/breathe,N,bc.ca
antonio mendozaantonio mendoza,simcity,2001,http://www.mayhem.net/simcity/index.html,rhizome_artbase/screenshots/456.png,19991013020145,http://web.archive.org/web/19991013020145/http://www.mayhem.net/simcity/index.html,Y,mayhem.net
restaterestate,restate/skincare,2001,http://skincare.restate.org/,rhizome_artbase/screenshots/457.png,20011204075235,http://web.archive.org/web/20011204075235/http://skincare.restate.org/,Y,restate.org
Tomasz KonartTomasz Konart,my family,2001,http://myfamily.5tk.net/,rhizome_artbase/screenshots/458.png,20011203134244,http://web.archive.org/web/20011203134244/http://myfamily.5tk.net/,Y,5tk.net
Jonny NorridgeJonny Norridge,rubsalt,2001,http://www.surfaceandnoise.co.uk/rubsalthttp://www.rubsalt.co.uk/,Failed to capture screenshot,0,,N,co.uk
stephenaustinstephenaustin,perpetual panshot,2001,http://archive.rhizome.org/artbase/2815/index.html,rhizome_artbase/screenshots/460.png,20150524034646,http://web.archive.org/web/20150524034646/http://archive.rhizome.org/artbase/2815/index.html,Y,rhizome.org
Rasmus OlliRasmus Olli,seme,2001,http://www.sandroschneebeli.ch/,rhizome_artbase/screenshots/461.png,20011017230049,http://web.archive.org/web/20011017230049/http://www.sandroschneebeli.ch/,Y,sandroschneebeli.ch
boris kopeinigboris kopeinig,re-titled system,2001,http://boris.kopeinig.net/untitled/re-titled.htmlhttp://boris.kopeinig.net/untitled/index.html,rhizome_artbase/screenshots/462.png,0,,Y,kopeinig.net
chia-hsiao sinz shihchia-hsiao sinz shih,k'muni,2001,http://kmuni.com/,rhizome_artbase/screenshots/463.png,20010812221914,http://web.archive.org/web/20010812221914/http://kmuni.com/,Y,kmuni.com
submeta pehuet xaviersubmeta pehuet xavier,submeta,2001,http://submeta.free.fr,rhizome_artbase/screenshots/464.png,20011204062749,http://web.archive.org/web/20011204062749/http://submeta.free.fr,Y,free.fr
restaterestate,restate/rebelle,2001,http://rebelle.restate.org,rhizome_artbase/screenshots/465.png,20020326061432,http://web.archive.org/web/20020326061432/http://rebelle.restate.org,Y,restate.org
Ken MarchionnoKen Marchionno,something,2001,http://home.earthlink.net/~kmarch99/something.html,Failed to capture screenshot,20011008150526,http://web.archive.org/web/20011008150526/http://home.earthlink.net/~kmarch99/something.html,N,earthlink.net
sinae kimsinae kim,login,2001,http://ksinae.pe.kr/work/login.html,rhizome_artbase/screenshots/467.png,20011229085458,http://web.archive.org/web/20011229085458/http://ksinae.pe.kr/work/login.html,Y,pe.kr
Christina Goestl / c++Christina Goestl / c++,s.EXE interactives -- visual sequencer,2001,http://www.cccggg.net/,rhizome_artbase/screenshots/468.png,20060506013730,http://web.archive.org/web/20060506013730/http://www.cccggg.net/,Y,cccggg.net
curt cloningercurt cloninger,mouchette has a posse,2001,http://www.playdamage.org/mouchette-has-a-posse/,rhizome_artbase/screenshots/469.png,20010302161747,http://web.archive.org/web/20010302161747/http://www.playdamage.org/mouchette-has-a-posse/,Y,playdamage.org
Jody ZellenJody Zellen,random paths,2001,http://www.randompaths.com,rhizome_artbase/screenshots/470.png,20011024151342,http://web.archive.org/web/20011024151342/http://www.randompaths.com,Y,randompaths.com
restaterestate,restate/callaps,2001,http://callaps.restate.org/,rhizome_artbase/screenshots/471.png,20010726075627,http://web.archive.org/web/20010726075627/http://callaps.restate.org/,Y,restate.org
Philippe LejeunePhilippe Lejeune,re-made,2001,http://www.re-made.com/,rhizome_artbase/screenshots/472.png,20001109073000,http://web.archive.org/web/20001109073000/http://www.re-made.com/,Y,re-made.com
llll llll-llllllll llll-llll,llll-llll-llll.com,2001,http://llll-llll-llll.com,Failed to capture screenshot,20011212212219,http://web.archive.org/web/20011212212219/http://llll-llll-llll.com,N,llll-llll-llll.com
lisa ciancilisa cianci,same old dreams,2001,,,,,,
det bazelmansdet bazelmans,time circle around the world,2001,http://www.iae.nl/users/det/harvestmen/index.html,rhizome_artbase/screenshots/475.png,19991012010534,http://web.archive.org/web/19991012010534/http://www.iae.nl/users/det/harvestmen/index.html,Y,iae.nl
moises mañasmoises mañas,smallnomad,2001,http://www.smallnomad.com,rhizome_artbase/screenshots/476.png,20010401091702,http://web.archive.org/web/20010401091702/http://www.smallnomad.com,Y,smallnomad.com
geoffrey thomasgeoffrey thomas,storybeat,2001,http://www.storybeat.tv,rhizome_artbase/screenshots/477.png,20011102101323,http://web.archive.org/web/20011102101323/http://www.storybeat.tv,Y,storybeat.tv
antonio mendozaantonio mendoza,snowcrash,2001,http://www.mayhem.net/subculture/index.html,rhizome_artbase/screenshots/478.png,20000829034109,http://web.archive.org/web/20000829034109/http://www.mayhem.net/subculture/index.html,Y,mayhem.net
Robert EkRobert Ek,sps,2001,http://archive.rhizome.org/artbase/8990/,rhizome_artbase/screenshots/479.png,20150524034905,http://web.archive.org/web/20150524034905/http://archive.rhizome.org/artbase/8990/,Y,rhizome.org
Igor ŠtromajerIgor Štromajer,sm.N - Sprinkling Menstrual Navigator,2001,http://www2.arnes.si/~ljintima1/smn,rhizome_artbase/screenshots/480.png,20010502022409,http://web.archive.org/web/20010502022409/http://www2.arnes.si/~ljintima1/smn,Y,arnes.si
Igor ŠtromajerIgor Štromajer,"they learned this intimacy, however, meditating on the house",2001,http://www2.arnes.si/~ljintima1/house,rhizome_artbase/screenshots/481.png,20010803162411,http://web.archive.org/web/20010803162411/http://www2.arnes.si/~ljintima1/house,Y,arnes.si
antonio mendozaantonio mendoza,subculture,2001,http://www.subculture.com/,rhizome_artbase/screenshots/482.png,19961231163854,http://web.archive.org/web/19961231163854/http://www.subculture.com/,Y,subculture.com
Neal McDonaldNeal McDonald,workly collection,2001,http://www.workly.com,rhizome_artbase/screenshots/483.png,20011026101748,http://web.archive.org/web/20011026101748/http://www.workly.com,Y,workly.com
nathaniel sternnathaniel stern,the double room,12 December 2001,http://nathanielstern.com/2001/the-double-room/,rhizome_artbase/screenshots/484.png,20071031031933,http://web.archive.org/web/20071031031933/http://nathanielstern.com/2001/the-double-room/,Y,nathanielstern.com
Eric DeisEric Deis,symbiosis,2001,http://anemone.cx/symbiosis/,rhizome_artbase/screenshots/485.png,20020105210137,http://web.archive.org/web/20020105210137/http://anemone.cx/symbiosis/,Y,anemone.cx
mark burbanmark burban,wheel of life,2001,,,,,,
Scott BrewsterScott Brewster,secret.,2001,,,,,,
Jason NelsonJason Nelson,unfortunate and reflecting,2001,http://www.heliozoa.com/snowy.html,rhizome_artbase/screenshots/488.png,20010419110656,http://web.archive.org/web/20010419110656/http://www.heliozoa.com/snowy.html,Y,heliozoa.com
